item_id,item_material,item_num,item_length,item_width,item_,order
1600,XMJQ-0218S,1,735,578,order,322
1601,XMJQ-0225S,1,1498,598,order,322
1602,QKQ-0215S,1,301.5,855,order,374
1603,QKQ-0218S,1,2398,380,order,261
1604,QKQ-0218S,1,1485,279,order,409
1605,QKQ-0218S,1,998.5,433,order,99
1606,QKQ-0218S,1,2098,529,order,125
1607,QKQ-0215S,1,376.5,289,order,121
1608,NMYH-0218S,1,276,58,order,89
1609,QKQ-0218S,1,658,148,order,356
1610,QKQ-0218S,1,572,58,order,305
1611,MNH-0215S,1,730,132.5,order,404
1612,QKQ-0218S,1,257,538,order,264
1613,QKQ-0218SD,1,2388,58,order,120
1614,QKQ-0218S,1,375,338,order,237
1615,QKQ-0218S,1,396,445,order,125
1616,QKQ-0215S,1,488,158,order,303
1617,NMYH-0218S,1,562,319,order,302
1618,QKQ-0215S,1,681,562,order,40
1619,084-0218S,1,971,58,order,34
1620,084-0218S,1,971,58,order,34
1621,NMYH-0215S,1,457.5,666,order,308
1622,XXB-0218S,1,307,212,order,95
1623,QKQ-0215S,1,288,238,order,237
1624,QKQ-0215S,1,438,118,order,267
1625,NMYH-0215S,1,419.5,838,order,110
1626,QKQ-0218S,1,2098,529,order,125
1627,QKQ-0215S,1,438,78,order,307
1628,QKQ-0218S,1,834.5,222.5,order,1
1629,QKQ-0215S,1,380,763,order,374
1630,QKQ-0218S,1,2098,530,order,122
1631,QKQ-0218S,1,402,58,order,317
1632,QKQ-0218SD,1,1054,475,order,312
1633,QKQ-0218S,1,915,529,order,66
1634,QKQ-0215S,1,288,78,order,410
1635,NMYH-0218S,1,666,279,order,308
1636,QKQ-0218S,1,1530,58,order,262
1637,NMYH-0215S,1,645.5,574,order,95
1638,QKQ-0215S,1,338,158,order,125
1639,QKQ-0218S,1,850,355,order,240
1641,NJYH-0218S,1,2334,365,order,261
1642,NMYH-0218S,1,384.5,558,order,108
1643,NMYH-0218S,1,503,580,order,108
1644,QKQ-0218S,1,788,598,order,1
1645,NMYH-0218S,1,1392,58,order,93
1646,QKQ-0218S,1,787,58,order,120
1647,NMYH-0218S,1,1127,429,order,301
1648,QKQ-0218SD,1,716,277.5,order,312
1649,NMYH-0215S,1,645.5,861,order,95
1650,QKQ-0218S,1,783.5,506,order,120
1651,5-0218S,1,931,405,order,88
1652,QKQ-0218S,1,970,58,order,214
1653,PSH-0418S,1,944,381.5,order,184
1654,NMYH-0218S,1,452,310,order,93
1655,QKQ-0218S,1,534.5,333.5,order,309
1656,NMYH-0218S,1,2048,580,order,110
1657,NMYH-0218S,1,1162,379,order,57
1658,QKQ-0218S,1,862,573,order,53
1659,QKQ-0215S,1,1855,151,order,264
1660,5-0218S,1,1672.5,365,order,304
1661,QKQ-0218S,1,794,58,order,122
1662,QKQ-0218S,1,2098,530,order,125
1663,QKQ-0215S,1,388,238,order,40
1664,NMYH-0218S,1,361,557,order,293
1665,NMYH-0218S,1,1858,427,order,94
1666,QKQ-0218S,1,718.5,276,order,409
1667,QKQ-0215S,1,865,132.5,order,303
1668,QKQ-0218S,1,233,377,order,215
1669,PSHL-0418S,1,443,192.5,order,182
1670,QKQ-0218S,1,950,538,order,303
1671,PSH-0418S,1,600,383,order,181
1672,QKQ-0218S,1,479,38,order,1
1673,QKQ-0218S,1,586,245,order,216
1674,QKQ-0218S,1,247,38,order,290
1675,NMYH-0218S,1,1355,329,order,403
1676,NMYH-0225S,1,1168,548,order,307
1677,QKQ-0218S,1,759,338,order,237
1678,QKQ-0218S,1,348,359,order,374
1679,QKQ-0218S,1,658,555,order,356
1680,QKQ-0218S,1,1612,364.5,order,261
1681,QKQ-0218S,1,1773,293,order,47
1682,QKQ-0218S,1,368,38,order,45
1683,QKQ-0218S,1,282,58,order,45
1684,5-0218S,1,974,480,order,304
1685,CBZP-0218S,1,209.5,239,order,263
1686,YW1-0218S,1,2398,38,order,66
1687,QKQ-0218S,1,881,352,order,354
1688,NMYH-0218S,1,871,577,order,108
1689,NMYH-0218S,1,2398,380,order,57
1690,QKQ-0218S,1,150,478,order,267
1691,NMYH-0218S,1,2301,379,order,57
1692,NMYH-0218S,1,372,360,order,57
1693,QKQ-0218S,1,261,358,order,261
1694,QKQ-0218S,1,461,360,order,267
1695,QKQ-0218S,1,442,399,order,40
1696,QKQ-0218S,1,282,58,order,47
1697,QKQ-0218S,1,880,330,order,410
1698,QKQ-0215S,1,629,299,order,367
1699,QKQ-0218S,1,1046.5,295,order,1
1700,QKQ-0218S,1,360,58,order,125
1701,QKQ-0218S,1,835.5,242,order,1
1702,NMYH-0218S,1,791,310,order,88
1703,QKQ-0218S,1,642,303,order,1
1704,NMYH-0218S,1,1035,541,order,354
1705,QKQ-0218S,1,282,58,order,45
1706,QKQ-0218SD,1,435.5,526,order,316
1707,QKQ-0215S,1,324,239,order,263
1708,QKQ-0218SD,1,518,58,order,267
1709,QKQ-0218S,1,978,380,order,304
1710,NMYH-0218S,1,158,327,order,300
1711,QKQ-0218S,1,1442,552,order,304
1712,QKQ-0218SD,1,442,379,order,312
1713,QKQ-0215S,1,674.5,761,order,317
1714,QKQ-0218S,1,218,226,order,216
1715,QKQ-0218S,1,240,377,order,120
1716,QKQ-0218S,1,2398,558,order,303
1717,NMYH-0218S,1,428,429,order,405
1718,NMYH-0218S,1,887,58,order,404
1719,QKQ-0218S,1,360,58,order,125
1720,QKQ-0218S,1,631,752,order,122
1721,QKQ-0218S,1,233,378,order,215
1723,084-0218S,1,513,538,order,34
1724,QKQ-0215S,1,388,158,order,125
1725,NMYH-0215S,1,2301,442,order,404
1726,NMYH-0218S,1,2418,58,order,293
1727,QKQ-0218S,1,282,297,order,47
1728,JH-0218S,1,1588,58,order,120
1729,NMYH-0218S,1,311,377,order,310
1730,QKQ-0218S,1,371.5,377.5,order,262
1731,XMJQ-0218S,1,959,308,order,18
1732,QKQ-0218S,1,522,359,order,237
1733,QKQ-0218S,1,480,378,order,125
1734,QKQ-0218S,1,483,580,order,374
1735,QKQ-0218SD,1,299,58,order,263
1736,XMJQ-0218S,1,698,297,order,322
1737,QKQ-0218S,1,718,742,order,40
1738,NMYH-0218S,1,1116,407,order,355
1739,QKQ-0218S,1,1432,58,order,410
1740,QKQ-0218S,1,978,380,order,304
1741,QKQ-0218S,1,736,58,order,374
1742,QKQ-0218S,1,332,38,order,290
1743,NMYH-0218S,1,418,310,order,403
1744,QKQ-0218S,1,296,378,order,261
1745,YHXM-0215S,1,1750,478.5,order,121
1746,QKQ-0218S,1,1048,380,order,374
1747,QKQ-0215S,1,375.5,52.5,order,121
1748,QKQ-0218S,1,851,374,order,240
1749,QKQ-0215S,1,537,52.5,order,304
1750,QKQ-0218S,1,962,647,order,262
1751,NMYH-0218S,1,795,407,order,405
1752,QKQ-0218S,1,758,243,order,1
1753,QKQ-0218S,1,936,542.5,order,307
1754,QKQ-0218S,1,421,510,order,122
1755,NMYH-0218S,1,747,410,order,301
1756,QKQ-0215S,1,338,198,order,313
1757,QKQ-0218S,1,408,557,order,127
1758,QKQ-0215S,1,734,1117,order,408
1760,JH-0218S,1,474,232,order,120
1761,NMYH-0218S,1,666,58,order,308
1762,QKQ-0218S,1,480,388,order,127
1763,5-0218S,1,2212,489,order,91
1764,LMW-0218S,1,1518,527,order,191
1765,NMYH-0215S,1,894.5,685,order,354
1766,MNH-0218S,1,715,452,order,99
1767,QKQ-0218S,1,192,327,order,320
1768,5-0218S,1,528,145.5,order,267
1769,XMJQ-0218S,1,698,277.5,order,322
1771,NMYH-0218S,1,1002,546,order,404
1772,NMYH-0218S,1,762,478,order,291
1773,QKQ-0218S,1,263.5,474,order,322
1774,QKQ-0215S,1,1691,282,order,45
1775,QKQ-0215S,1,288,118,order,300
1776,QKQ-0218S,1,901.5,277,order,263
1777,NJYH-0218S,1,2334,365,order,261
1778,YMH-0218SD,1,2439,445,order,108
1779,QKQ-0218SD,1,1080,297,order,312
1780,NMYH-0218S,1,860.5,58,order,95
1781,QKQ-0218S,1,2438,38,order,410
1782,QKQ-0218SD,1,1998,58,order,264
1783,YHXM-0218S,1,1750,329,order,121
1784,NMYH-0218S,1,1392,297,order,354
1785,5-0218S,1,757,387,order,262
1786,QKQ-0218S,1,754,431.8,order,1
1787,QKQ-0218S,1,474.5,370,order,293
1788,QKQ-0218S,1,375.1,308,order,311
1789,QKQ-0218SD,1,1568,78,order,262
1790,QKQ-0218S,1,710,386,order,304
1791,NMYH-0218S,1,2298,58,order,310
1792,QKQ-0218S,1,593,259.5,order,263
1793,QKQ-0218S,1,1998,38,order,304
1794,QKQ-0218S,1,1998,38,order,304
1795,JH-0218S,1,629,378,order,120
1796,NMYH-0218S,1,1616,330,order,403
1797,QKQ-0218S,1,503.5,372,order,125
1798,QKQ-0218S,1,862,554,order,53
1799,NMYH-0218S,1,407,58,order,302
1800,QKQ-0215S,1,438,198,order,46
1801,QKQ-0218S,1,978,380,order,304
1802,QKQ-0218S,1,2280.5,441,order,127
1803,QKQ-0218S,1,348,226,order,216
1804,NMYH-0218S,1,838,579,order,110
1805,QKQ-0215S,1,507,239,order,18
1806,5-0218S,1,2034,495,order,34
1807,QKQ-0218S,1,915,510,order,66
1808,QKQ-0218S,1,615.5,382.3,order,409
1809,PSH-0418S,1,944,381.5,order,184
1810,QKQ-0215S,1,288,158,order,18
1811,QKQ-0215S,1,395,52.5,order,321
1812,QKQ-0218S,1,2102,357,order,116
1813,QKQ-0218S,1,249,547.5,order,313
1814,NMYH-0218S,1,2148,498,order,291
1815,QKQ-0218S,1,950,58,order,303
1816,NMYH-0218S,1,1118,58,order,92
1817,NMYH-0218S,1,1392,327.5,order,93
1818,NMYH-0218S,1,771,337,order,354
1819,QKQ-0218S,1,748,333.5,order,309
1820,NMYH-0218S,1,1951,429,order,301
1821,MNH-0218S,1,333,432.5,order,99
1822,QKQ-0218S,1,504.5,376,order,125
1823,QKQ-0218S,1,750,328,order,121
1824,QKQ-0215S,1,398,881,order,46
1825,QKQ-0218S,1,494.5,411,order,122
1826,QKQ-0215S,1,338,198,order,313
1827,QKQ-0218S,1,753,578,order,317
1828,NMYH-0218S,1,401,259.5,order,310
1829,QKQ-0218S,1,637,510,order,66
1831,NMYH-0218S,1,837,560,order,110
1832,QKQ-0215S,1,238,118,order,264
1833,CBZP-0215S,1,1971,918,order,318
1834,QKQ-0218S,1,762,243.5,order,264
1835,QKQ-0218S,1,153,323,order,121
1836,QKQ-0218S,1,1546,360,order,237
1837,NMYH-0218S,1,370,360,order,57
1838,NMYH-0218S,1,1348,348,order,300
1839,084-0218S,1,971,557,order,34
1840,QKQ-0218S,1,561,719.5,order,409
1841,NMYH-0218S,1,592.5,58,order,91
1842,NMYH-0218S,1,1098,88,order,91
1843,QKQ-0215S,1,388,158,order,122
1844,QKQ-0218S,1,676,58,order,312
1845,QKQ-0218S,1,366,223,order,353
1846,QKQ-0218S,1,762,243.5,order,263
1847,NMYH-0215S,1,2301,1002,order,404
1848,QKQ-0218S,1,348,598,order,225
1850,QKQ-0218S,1,467,133,order,214
1851,QKQ-0218S,1,1002,311,order,43
1852,QKQ-0218S,1,854,555,order,127
1853,QKQ-0215S,1,800.5,449,order,322
1854,QKQ-0218S,1,399.5,303,order,410
1855,QKQ-0218S,1,1813,38,order,47
1856,QKQ-0218S,1,1730,58,order,374
1857,084-0218S,1,2098,578,order,34
1858,NMYH-0218S,1,796,407,order,405
1859,NMYH-0218S,1,359,410,order,301
1860,QKQ-0218S,1,1348,55,order,53
1861,QKQ-0218S,1,446.5,510,order,66
1862,QKQ-0218S,1,1485,58,order,409
1863,QKQ-0218S,1,498,530,order,122
1864,QKQ-0215S,1,472,92.5,order,354
1865,JH-0218S,1,422,125.5,order,120
1866,NMYH-0218S,1,790,310,order,88
1867,NMYH-0218S,1,408,190,order,355
1868,QKQ-0215S,1,2301,720,order,261
1869,NMYH-0215S,1,389.5,359,order,301
1870,QKQ-0218S,1,466,290,order,356
1871,QKQ-0218SD,1,923,298,order,312
1872,QKQ-0218S,1,833.5,464,order,322
1874,QKQ-0215S,1,396,439,order,321
1875,QKQ-0218S,1,301.5,477,order,312
1876,QKQ-0218SD,1,1936,108,order,316
1877,5-0218S,1,757,387,order,262
1878,FMB-0215S,1,288,118,order,410
1879,QKQ-0218S,1,598,98,order,319
1880,LMW-0218S,1,1518,58,order,191
1881,QKQ-0218S,1,951,380,order,40
1882,QKQ-0218S,1,462,58,order,317
1883,XXB-0215S,1,303,92.5,order,181
1885,KLXQ-0218S,1,1151,399,order,312
1886,QKQ-0215S,1,1011,562,order,374
1887,QKQ-0218S,1,1038,448,order,43
1888,NMYH-0218S,1,191,686,order,354
1889,QKQ-0215S,1,135,864,order,121
1890,PSHL-0418S,1,593,195.5,order,182
1891,XXB-0215S,1,338,118,order,182
1892,FMB-0218S,1,529,193.5,order,410
1893,QKQ-0218S,1,673,480,order,1
1894,QKQ-0215S,1,438,158,order,96
1895,QKQ-0218S,1,880,312.5,order,43
1896,XMJQ-0218S,1,2330,297,order,18
1897,QKQ-0218S,1,262,58,order,261
1898,NMYH-0218S,1,384.5,558,order,108
1899,QKQ-0218S,1,345,422,order,116
1900,PSH-0418S,1,944,381.5,order,184
1901,QKQ-0218S,1,1485,329,order,409
1902,QKQ-0218S,1,512,218,order,120
1903,NMYH-0218S,1,1998,580,order,109
1904,NMYH-0218S,1,883.5,409,order,355
1905,QKQ-0215S,1,238,78,order,263
1906,QKQ-0215S,1,438,158,order,53
1907,NMYH-0218S,1,2276,380,order,91
1908,QKQ-0218S,1,754,358,order,262
1909,NMYH-0218S,1,1057,277.5,order,307
1910,084-0215S,1,322,489,order,330
1911,KLXQ-0218S,1,755,38,order,312
1912,QKQ-0215S,1,398,851,order,240
1913,QKQ-0218S,1,2398,245,order,353
1914,QKQ-0218SD,1,296,58,order,263
1915,NMYH-0218S,1,790,310,order,88
1916,NMYH-0218S,1,666,279,order,308
1917,QKQ-0215S,1,338,78,order,262
1918,QKQ-0218S,1,257,538,order,264
1919,QKQ-0218S,1,736,579,order,374
1920,QKQ-0218S,1,1855,277,order,264
1921,NMYH-0218S,1,871,577,order,108
1922,QKQ-0215S,1,306,52.5,order,262
1923,QKQ-0218S,1,761.9,308,order,311
1924,QKQ-0218S,1,676,529,order,312
1925,XXB-0218S,1,834.5,395,order,57
1926,QKQ-0218S,1,218,226,order,216
1927,QKQ-0218S,1,348,226,order,216
1928,NBSY-0218S,1,255,376,order,313
1929,YW10-0225S,1,948,548,order,97
1930,QKQ-0218S,1,263.5,475,order,322
1931,QKQ-0218S,1,1788,288,order,45
1932,NMYH-0218S,1,1038,351,order,92
1933,PSH-0418S,1,944,381.5,order,184
1934,NMYH-0215S,1,479.5,821,order,292
1935,QKQ-0215S,1,1983,732,order,214
1936,QKQ-0218S,1,758,243,order,1
1937,QKQ-0218S,1,760,357,order,237
1938,QKQ-0218S,1,1984,383.5,order,301
1939,QKQ-0218S,1,397,432,order,99
1940,QKQ-0218S,1,2298,327,order,409
1941,QKQ-0218S,1,982,58,order,322
1942,QKQ-0218S,1,2398,277,order,263
1943,NMYH-0218S,1,958,320,order,302
1944,QKQ-0218SD,1,315,480.3,order,312
1945,QKQ-0218SD,1,315,480.3,order,312
1946,PSH-0418S,1,893,383,order,181
1947,QKQ-0218S,1,214,48,order,97
1948,QKQ-0215S,1,135,864,order,121
1949,5-0218S,1,974,480,order,304
1950,QKQ-0218S,1,956,556,order,38
1951,XMJQ-0215S,1,261.5,1155,order,18
1952,QKQ-0218S,1,980,278,order,263
1953,XXB-0215S,1,288,118,order,181
1954,QKQ-0225S,1,988,88,order,40
1955,NMYH-0218S,1,2276,209.5,order,91
1956,QKQ-0218S,1,481,292.5,order,39
1957,QKQ-0218SD,1,753,978.5,order,317
1958,QKQ-0218S,1,1712,58,order,318
1959,QKQ-0218SD,1,442,379,order,312
1960,QKQ-0215S,1,398,442,order,312
1961,QKQ-0215S,1,2301,762,order,263
1962,NMYH-0225S,1,2273,498,order,403
1964,QKQ-0215S,1,1983,467,order,214
1965,QKQ-0218S,1,480,388,order,127
1966,QKQ-0218S,1,752,529,order,122
1967,QKQ-0215S,1,1301,671.5,order,121
1968,QKQ-0215S,1,691,552,order,374
1969,QKQ-0218S,1,796,178,order,46
1970,NMYH-0218S,1,370,360,order,57
1971,JH-0215S,1,502.5,962,order,317
1972,NMYH-0218S,1,1848,277,order,354
1973,XXB-0215S,1,364,339,order,182
1975,QKQ-0218S,1,315,464.3,order,322
1976,LMW-0215S,1,1861,749,order,191
1977,QKQ-0218SD,1,753,577,order,317
1978,QKQ-0218SD,1,2398,118,order,194
1979,QKQ-0218S,1,848,48,order,97
1980,QKQ-0218SD,1,957,577,order,38
1981,QKQ-0218S,1,282,297,order,47
1982,QKQ-0218SD,1,1080,297,order,312
1983,QKQ-0215S,1,400,676,order,312
1984,QKQ-0218S,1,676,510,order,312
1985,QKQ-0218S,1,918,310,order,318
1986,QKQ-0218S,1,2148,277,order,264
1987,QKQ-0218S,1,522,58,order,237
1988,QKQ-0218S,1,705,310,order,410
1989,084-0218S,1,971,537,order,34
1990,084-0218S,1,2098,558,order,34
1991,NMYH-0218S,1,992,397,order,309
1992,QKQ-0218S,1,380,578,order,322
1993,5-0218S,1,626,387.5,order,262
1994,QKQ-0218S,1,612,413,order,99
1995,QKQ-0218S,1,2198,38,order,53
1996,5-0218S,1,626,383,order,262
1997,QKQ-0215S,1,697,92.5,order,127
1998,NMYH-0218S,1,512,256,order,89
1999,QKQ-0218SD,1,898,58,order,322
2000,QKQ-0218S,1,1069,289.5,order,410
2001,QKQ-0218S,1,613,413,order,99
2002,QKQ-0218S,1,707,379,order,40
2003,NMYH-0218S,1,2398,549,order,404
2004,NMYH-0218S,1,1518,58,order,404
2005,QKQ-0218S,1,490.5,337.3,order,308
2006,MNH-0215S,1,338,78,order,405
2007,QKQ-0225S,1,1728,998,order,66
2008,QKQ-0218S,1,480,58,order,127
2009,QKQ-0218S,1,880,312.5,order,43
2010,QKQ-0218S,1,1381.5,435,order,240
2011,NMYH-0218S,1,256,58,order,89
2012,FMB-0218S,1,529,193.5,order,410
2013,QKQ-0218S,1,329,303,order,410
2014,QKQ-0218S,1,480,388,order,127
2015,QKQ-0218S,1,360,58,order,125
2016,NMYH-0218S,1,721,559,order,293
2017,QKQ-0218S,1,1038,433,order,99
2018,5-0218S,1,1672.5,365,order,304
2019,QKQ-0215S,1,398,442,order,312
2020,QKQ-0218S,1,2298,327,order,409
2021,YDBS-0218S,1,1598,498,order,263
2022,XMJQ-0218S,1,1401,58,order,322
2023,QKQ-0215S,1,962,460.5,order,262
2024,QKQ-0218S,1,2098,529,order,125
2025,NMYH-0218S,1,1612,58,order,405
2026,5-0218S,1,716,430,order,92
2027,QKQ-0218S,1,2363,428,order,127
2028,CBZP-0218S,1,896,212,order,318
2029,NMYH-0218S,1,898,237.8,order,302
2030,QKQ-0218S,1,282,292,order,47
2031,QKQ-0218S,1,562,58,order,1
2032,QKQ-0215S,1,488,118,order,293
2033,QKQ-0218S,1,2339,488,order,38
2034,QKQ-0218S,1,800.5,379,order,322
2035,QKQ-0218S,1,471,288,order,396
2036,NMYH-0218S,1,2148,560,order,293
2037,NMYH-0218S,1,1348,348,order,300
2038,QKQ-0215S,1,605.5,132.5,order,120
2039,QKQ-0215S,1,396,439,order,321
2040,QKQ-0218SD,1,2069,420,order,292
2041,QKQ-0218S,1,318,38,order,47
2042,NMYH-0215S,1,734,747.5,order,405
2043,NMYH-0218S,1,1238,298,order,307
2044,NMYH-0225S,1,886,474,order,404
2045,NMYH-0218S,1,2098,330,order,93
2046,KLXQ-0218SD,1,1149,733,order,312
2047,NMYH-0218S,1,2148,560,order,293
2048,JH-0215S,1,112,622,order,120
2049,QKQ-0218S,1,498.5,530,order,122
2050,NMYH-0225S,1,734,447,order,405
2051,QKQ-0215S,1,451.5,52.5,order,307
2052,MNH-0215S,1,388,158,order,404
2053,NMYH-0218S,1,452,310,order,93
2054,QKQ-0218S,1,561,460,order,1
2055,NMYH-0218S,1,838,58,order,110
2056,QKQ-0218S,1,736,579,order,374
2057,JH-0215S,1,1488.5,492,order,120
2058,NMYH-0218S,1,418,310,order,403
2059,QKQ-0218S,1,342,215.5,order,96
2060,QKQ-0218S,1,896,212,order,318
2061,QKQ-0218SD,1,2069,420,order,292
2062,XXB-0218S,1,659,410.5,order,95
2063,YHXM-0218S,1,295,356.5,order,367
2064,QKQ-0218S,1,848,48,order,97
2065,XXB-0215S,1,514,339,order,182
2066,NMYH-0218S,1,871,577,order,109
2067,NMYH-0215S,1,883.5,740,order,355
2068,NMYH-0218S,1,1771,58,order,95
2069,YGKQ-0418SD,1,444.5,406.5,order,405
2070,YGKQ-0418SD,1,444.5,406.5,order,405
2071,QKQ-0218S,1,1561,457,order,267
2072,QKQ-0218S,1,261,358,order,261
2073,QKQ-0215S,1,538,389,order,304
2074,NMYH-0218S,1,538,398,order,309
2075,QSYM-0218S,1,2282,389.5,order,237
2076,QKQ-0218S,1,2334,499,order,356
2077,QKQ-0218S,1,2034,376,order,125
2078,QKQ-0218S,1,1491,98,order,1
2079,QKQ-0218S,1,2353,375,order,240
2080,NMYH-0218S,1,398,358,order,91
2081,QKQ-0218S,1,490.5,337.3,order,308
2082,NMYH-0218S,1,520.5,58,order,91
2083,NMYH-0218S,1,796,407,order,405
2084,QKQ-0218S,1,835.5,242,order,1
2085,QKQ-0218S,1,658,556,order,356
2086,QKQ-0218S,1,132,458,order,267
2087,QKQ-0218S,1,370,328,order,121
2088,QKQ-0218S,1,321.5,427,order,40
2089,QKQ-0218S,1,837,397,order,194
2090,QKQ-0215S,1,488,118,order,293
2091,QKQ-0215S,1,304,92.5,order,293
2092,NMYH-0218S,1,2198,38,order,293
2093,QKQ-0215S,1,448,439,order,267
2094,NMYH-0215S,1,1829.5,274,order,354
2095,QKQ-0218S,1,301.5,458,order,312
2096,QKQ-0218S,1,1198,868,order,374
2097,LMW-0215S,1,400,749,order,191
2098,QKQ-0218S,1,711,83,order,304
2099,QKQ-0218SD,1,761,959.5,order,317
2100,QKQ-0215S,1,301.5,102,order,312
2101,YW10-0218S,1,291,277.5,order,97
2102,QKQ-0218SD,1,2418,58,order,374
2103,QKQ-0218S,1,1485,58,order,409
2104,5-0218S,1,931,405,order,88
2105,QKQ-0218SD,1,735,58,order,322
2106,YW1-0218S,1,2398,38,order,66
2107,NMYH-0218S,1,721,559,order,293
2108,NMYH-0218S,1,2386,58,order,91
2109,QKQ-0218S,1,442,399,order,40
2110,NJHL-0218S,1,805,298,order,304
2111,QKQ-0218S,1,2308,530,order,120
2112,NMYH-0218S,1,176,328,order,300
2113,QKQ-0215S,1,148,466,order,356
2114,QKQ-0218SD,1,388,58,order,318
2115,QKQ-0215S,1,675,522,order,237
2116,QKQ-0218S,1,978.5,433,order,99
2117,NBSY-0218S,1,255,376,order,313
2118,NMYH-0215S,1,1829.5,381,order,354
2119,JH-0218S,1,130,527,order,120
2120,JH-0218S,1,450,58,order,120
2121,NMYH-0218S,1,498.5,580,order,109
2122,NMYH-0218S,1,355,390,order,355
2123,QKQ-0218S,1,1509,562,order,237
2124,QKQ-0218S,1,280,58,order,374
2125,QKQ-0218S,1,329,303,order,410
2126,QKQ-0218S,1,481,292.5,order,39
2127,QKQ-0218SD,1,1554,58,order,191
2128,QKQ-0218S,1,1677,553,order,304
2129,QKQ-0215S,1,292,439,order,96
2130,NMYH-0218S,1,685,38,order,354
2131,NMYH-0218S,1,478,559.5,order,293
2132,QKQ-0218S,1,2334,468,order,303
2133,NMYH-0215S,1,637,422,order,403
2134,QKQ-0215S,1,438,78,order,307
2135,QKQ-0218S,1,393,395,order,66
2136,QKQ-0218S,1,598,280,order,409
2137,QKQ-0218S,1,760,359,order,237
2138,QKQ-0215S,1,2221,362,order,408
2139,QKQ-0215S,1,338,118,order,354
2140,XMJQ-0218S,1,1207,298,order,322
2141,NMYH-0218S,1,739,360,order,355
2142,NMYH-0218S,1,1243,58,order,91
2143,MNH-0215S,1,338,78,order,405
2144,NMYH-0218S,1,318,58,order,307
2145,NMYH-0218S,1,449.5,329,order,93
2146,NMYH-0218S,1,1118,58,order,91
2147,QKQ-0218S,1,896,248,order,318
2148,QKQ-0218S,1,135,303,order,121
2149,SL-0218S,1,479.5,382,order,374
2150,NMYH-0218S,1,675,276,order,354
2151,QKQ-0218S,1,922,58,order,303
2152,NMYH-0218S,1,1598,703,order,221
2153,QKQ-0218S,1,970,562,order,214
2154,QKQ-0218S,1,970,58,order,214
2155,NMYH-0218S,1,568,58,order,89
2156,QKQ-0218S,1,718,742,order,40
2157,QKQ-0218S,1,2368,307,order,120
2158,QKQ-0218S,1,988,400,order,40
2159,NMYH-0218S,1,2148,560,order,293
2160,QKQ-0218S,1,850,347.5,order,311
2161,QKQ-0218S,1,395.5,58,order,125
2162,QKQ-0218S,1,676,510,order,312
2163,QKQ-0218S,1,562,741,order,40
2164,PSHL-0418S,1,596.5,294,order,182
2165,QKQ-0218S,1,992,944.5,order,122
2166,QKQ-0218S,1,1895,458,order,317
2167,NMYH-0218S,1,790,310,order,88
2168,NMYH-0218S,1,712,261,order,90
2169,QKQ-0218SD,1,891,545,order,316
2170,QKQ-0218S,1,1000,311.5,order,43
2171,NMYH-0218S,1,579,38,order,293
2172,QKQ-0215S,1,2301,711,order,261
2173,XXB-0215S,1,388,158,order,95
2174,QSYM-0215S,1,1813,772,order,237
2175,QKQ-0218S,1,412,573,order,53
2176,QKQ-0218S,1,269,308,order,121
2177,QKQ-0218S,1,521,340,order,237
2178,KLXQ-0218S,1,589.5,128,order,312
2179,QKQ-0218S,1,1485,295,order,409
2180,NMYH-0218S,1,1001,218.6,order,92
2181,NMYH-0218S,1,880,376,order,310
2182,QKQ-0218S,1,412,576,order,53
2183,QKQ-0218S,1,412,573,order,53
2184,NMYH-0218S,1,861,859.5,order,95
2185,QKQ-0218S,1,1612,364.5,order,261
2186,PKQL-0418S,1,2184,417,order,100
2187,YW10-0218S,1,912,277.5,order,97
2188,NMYH-0218S,1,694.5,427,order,94
2189,QKQ-0218S,1,464,58,order,38
2190,NMYH-0218S,1,373,360,order,57
2191,QKQ-0218S,1,399,222.5,order,1
2192,QKQ-0215S,1,2001,982,order,322
2193,QKQ-0218S,1,115,458,order,317
2194,QKQ-0215S,1,478.5,992,order,122
2196,NMYH-0215S,1,645.5,583,order,95
2197,QKQ-0218S,1,669,171.5,order,300
2198,NMYH-0218S,1,2398,380,order,57
2199,NMYH-0218S,1,2398,58,order,403
2200,FMB-0215S,1,483.5,289,order,410
2201,QKQ-0218S,1,988,400,order,40
2202,YHXM-0218S,1,1339,348,order,121
2203,QKQ-0218S,1,726.5,441.3,order,121
2204,QKQ-0218S,1,881,58,order,46
2205,QKQ-0215S,1,488,118,order,293
2206,NMYH-0225S,1,1086,408,order,354
2207,QKQ-0218S,1,762,276,order,263
2208,QKQ-0218S,1,754,335,order,1
2209,5-0218S,1,509.5,495,order,34
2210,QKQ-0218S,1,734,148,order,66
2211,QKQ-0218S,1,732,543,order,214
2212,JH-0218S,1,491,360,order,120
2213,QKQ-0215S,1,603,442,order,312
2214,QKQ-0215S,1,489.5,1108,order,125
2217,QKQ-0218S,1,981.5,435,order,240
2218,QKQ-0218S,1,480,297,order,374
2219,QKQ-0218S,1,758,243,order,1
2220,NMYH-0218S,1,177.5,363,order,354
2221,NMYH-0225S,1,734,497,order,403
2222,QKQ-0218S,1,1203,425.5,order,322
2223,QKQ-0215S,1,342,489,order,40
2224,YW10-0218S,1,730,497,order,96
2225,NMYH-0218S,1,838,560,order,110
2226,YMH-0218SD,1,831,428.5,order,110
2227,QKQ-0215S,1,555,239,order,264
2228,QKQ-0218S,1,658,148,order,356
