item_id,item_material,item_num,item_length,item_width,item_
3027,MNH-0218S,1,770,558.5,110
3028,MNH-0218S,1,722,329,110
3029,MNH-0218S,1,358,430,326
3030,YTM-0215S,1,552.5,289,265
3031,YTM-0218S,1,722,538,269
3032,YTM-0218S,1,112,557,266
3033,YTM-0215S,1,462,339,271
3035,MNH-0218S,1,698,376,379
3036,NJYH-0218S,1,2306,38,324
3037,MNH-0218S,1,794,328,381
3038,YTM-0218S,1,2398,38,56
3039,MNH-0218S,1,741,322,59
3040,XXB-0218S,1,444.5,374,152
3041,MNH-0218SD,1,818,58,155
3042,MNH-0218S,1,362,557,104
3043,5-0218S,1,2124,395,16
3044,NJYH-0218S,1,1003,345,303
3045,QKQ-0215S,1,455,239,380
3046,MNH-0225S,1,298,298,60
3047,XXB-0218S,1,1262.5,310,148
3048,XXB-0218S,1,648,310,148
3049,MNH-0218S,1,692,260,150
3050,MNH-0218S,1,248,298,28
3051,QKQ-0218S,1,894,555,329
3052,YTM-0215S,1,661,504,329
3053,NJYH-0215S,1,545,52.5,328
3054,MNH-0218S,1,380,157,110
3055,YTM-0218S,1,821,308,268
3056,5-0218S,1,812,361.5,18
3057,YTM-0218S,1,377,278,21
3058,YTM-0218S,1,1819.5,297,21
3059,YTM-0218S,1,442,323,117
3060,MNH-0215S,1,400,52.5,29
3061,MNH-0218S,1,398,538,35
3062,MNH-0218S,1,741,277.5,182
3063,MNH-0218S,1,725,308,358
3064,MNH-0218S,1,1137,647,147
3065,MNH-0218S,1,350.5,58,299
3066,MNH-0218S,1,407,557,34
3067,MNH-0218S,1,1562,328,31
3068,MNH-0218S,1,392,328,32
3069,MNH-0218SD,1,1964,58,35
3070,MNH-0215S,1,2251,795,381
3071,MNH-0218S,1,366,58,40
3072,MNH-0218S,1,836,668,333
3073,MNH-0215S,1,2237,851,60
3074,MNH-0215S,1,700.5,132.5,150
3075,MNH-0215S,1,701.5,239,150
3076,YTM-0218S,1,1063,366,268
3077,YTM-0218S,1,2298,68,20
3078,YTM-0215S,1,779,338,18
3079,YTM-0218S,1,587,564,116
3080,MNH-0218S,1,638,540,308
3081,MNH-0215S,1,585,925,29
3082,QKQ-0218S,1,1934,428.8,33
3083,MNH-0218S,1,720,308,32
3084,MNH-0215S,1,1951,904,35
3086,MNH-0218S,1,365,318,40
3087,MNH-0218SD,1,1320,58,156
3088,XXB-0218S,1,422,435.5,156
3089,MNH-0218S,1,298,38,104
3090,YTM-0218S,1,1391,414,329
3092,YTM-0215S,1,366.5,821,268
3093,YTM-0218S,1,722,557,269
3094,YTM-0218S,1,572,327,267
3095,5-0218S,1,752.5,415,19
3096,XXB-0218S,1,2398,148,118
3097,YTM-0218S,1,871,355,117
3098,MNH-0218S,1,2438,38,33
3099,MNH-0215S,1,1951,904,35
3100,NSLH-0235S,1,1073,497,362
3101,MNH-0215S,1,582,52.5,154
3102,MNH-0218S,1,683,396,147
3103,MNH-0218S,1,1846,219.5,326
3104,MNH-0218S,1,180,378,328
3105,NJYH-0218S,1,626,150,328
3106,MNH-0218S,1,762,691,184
3107,MNH-0218S,1,1152,307,310
3108,MNH-0218S,1,2271,118.5,377
3109,MNH-0218S,1,355,326,381
3110,QKQ-0218SD,1,2138,58,62
3111,MNH-0218S,1,1284,58,156
3112,MNH-0218SD,1,2048,58,149
3113,YTM-0218S,1,821,308,268
3114,YTM-0218S,1,700,58,21
3115,YTM-0215S,1,2210,162,117
3116,MNH-0218S,1,662,379,303
3117,MNH-0218S,1,260,276,378
3118,QKQ-0218S,1,694,510,379
3119,MNH-0218S,1,362,309,31
3120,MNH-0218S,1,1697,557,33
3121,MNH-0218S,1,1038,148,350
3122,MNH-0218S,1,962,579,362
3123,MNH-0218S,1,781,408,326
3124,NJYH-0218S,1,1439,38,324
3125,MNH-0218S,1,562,379,110
3127,MNH-0218S,1,362,58,184
3128,MNH-0215S,1,718.5,1171,31
3129,MNH-0218S,1,866,558,39
3130,MNH-0218S,1,593,315,148
3131,MNH-0218SD,1,2332,58,156
3132,MNH-0218S,1,695.5,260,149
3133,MNH-0218S,1,692,233,147
3134,MNH-0218S,1,479,58,299
3135,YTM-0215S,1,919,572,267
3136,NJYH-0215S,1,298,118,303
3137,MNH-0218S,1,211,625,380
3138,MNH-0218S,1,762,399,62
3139,XXB-0218S,1,493.5,513,55
3140,YTM-0218S,1,498,358,55
3141,MNH-0218S,1,362,427,184
3142,MNH-0218S,1,1697,557,33
3143,MNH-0215S,1,419.5,838.5,33
3144,MNH-0215S,1,605,92.5,60
3145,MNH-0215S,1,488,158,153
3146,MNH-0218S,1,918,38,237
3147,MNH-0218S,1,762,58,104
3148,MNH-0218S,1,1948,558,106
3149,QKQ-0218S,1,423,431,34
3150,YTM-0215S,1,301.5,633,21
3151,YTM-0218S,1,998,162.5,115
3152,YTM-0218S,1,2328,343,117
3153,NJYH-0218S,1,808,350.5,303
3154,MNH-0218S,1,346,326,381
3155,MNH-0218S,1,248,280,380
3156,MNH-0218S,1,712,362,259
3157,MNH-0218S,1,1244,485,34
3158,MNH-0218S,1,2134,342,184
3159,MNH-0215S,1,302.5,389,33
3160,MNH-0215S,1,488.5,92.5,35
3162,MNH-0215S,1,2226,684,147
3163,NJYH-0218S,1,2084,359,300
3164,MNH-0218S,1,362,560,108
3167,YTM-0218S,1,415,58,329
3168,MNH-0218S,1,865,432,39
3169,MNH-0218S,1,352,259,61
3170,MNH-0218S,1,832,58,138
3171,MNH-0215S,1,851.5,750,59
3172,MNH-0218S,1,194,745,58
3173,MNH-0218S,1,198,318,58
3174,YTM-0218S,1,821,327,268
3175,YTM-0218S,1,815,420,268
3176,XXB-0218S,1,2214,517,118
3177,YTM-0218S,1,430,338,117
3178,XXB-0218S,1,535,434.5,117
3179,YTM-0218S,1,1528,343,117
3180,MNH-0218S,1,1021,58,356
3181,MNH-0218S,1,391,280,362
3182,MNH-0218S,1,1179,58,326
3183,QKQ-0218S,1,447,145,329
3184,MNH-0218S,1,1094,520,110
3185,MNH-0218S,1,1560,327,31
3186,QKQ-0218S,1,1583,373,33
3187,MNH-0215S,1,438,158,35
3188,MNH-0218S,1,1112,577,41
3189,MNH-0218S,1,198,298,43
3190,MNH-0218S,1,411.5,497,106
3192,MNH-0215S,1,655,850,107
3193,MNH-0218S,1,1698,38,110
3194,XXB-0218S,1,409.5,135.5,308
3195,NJHL-0218S,1,261,428,308
3196,MNH-0218S,1,962,247,250
3197,YTM-0225S,1,479.5,338,55
3198,MNH-0218S,1,2394,318,60
3199,XXB-0218S,1,1761,435.5,156
3200,YTM-0218S,1,821,308,268
3201,YTM-0218S,1,239.5,58,19
3202,YTM-0215S,1,438,158,16
3203,YTM-0218S,1,340,58,117
3205,NJYH-0215S,1,705,172.5,299
3206,MNH-0225S,1,734,317,156
3207,MNH-0225S,1,1513,448,33
3208,MNH-0215S,1,419.5,838.5,33
3209,MNH-0218SD,1,311,430,260
3210,MNH-0218S,1,741,277.5,182
3211,QKQ-0215S,1,338,118,379
3212,MNH-0218S,1,360,508,377
3213,MNH-0218SD,1,1087,659,62
3214,MNH-0218S,1,2348,560,138
3215,MNH-0218S,1,775,647,333
3216,XXB-0218S,1,215.5,781.5,150
3217,YTM-0215S,1,288,118,270
3218,YTM-0218S,1,821,308,268
3219,YTM-0215S,1,779,338,18
3220,YTM-0215S,1,438,238,21
3221,XXB-0218S,1,431,477.5,308
3222,MNH-0215S,1,801.5,898,308
3223,MNH-0218S,1,771,326,358
3224,MNH-0218S,1,528,580,362
3225,MNH-0218S,1,423,266.5,362
3226,YGKQ-0418S,1,822.5,434,60
3227,MNH-0218S,1,378,558,237
3228,MNH-0218S,1,423,378,107
3229,MNH-0218S,1,771,88,110
3230,MNH-0215S,1,438,238,34
3231,MNH-0218S,1,904,58,35
3232,MNH-0218S,1,533,398,308
3233,MNH-0218S,1,139.5,352,306
3234,MNH-0218S,1,998,348,39
3235,MNH-0218SD,1,2117.5,660,62
3236,MNH-0218S,1,824,518,138
3237,MNH-0218S,1,749,302,59
3238,YTM-0218S,1,165.5,337,270
3239,YTM-0218S,1,762,558,17
3240,YTM-0218S,1,396,48,16
3241,YTM-0215S,1,1819.5,376,21
3242,YTM-0218S,1,421,338,117
3243,MNH-0215S,1,331,92.5,29
3244,MNH-0215S,1,392,52.5,110
3245,QKQ-0218S,1,1626,398,329
3246,MNH-0215S,1,454.5,712,259
3247,MNH-0218S,1,845,58,34
3248,MNH-0218S,1,361,408,184
3249,MNH-0218S,1,353,353,379
3250,MNH-0218S,1,518,866,39
3251,XXB-0218S,1,1926.5,427.5,39
3252,YTM-0225S,1,489,338,55
3253,XXB-0218S,1,840.5,211.5,153
3254,SRBW-0215S,1,488,118,108
3255,YTM-0218S,1,2348,38,269
3256,YTM-0218S,1,883,145,266
3257,YTM-0215S,1,301.5,646,21
3258,5-0218S,1,493.5,415,19
3259,YTM-0218S,1,342,517,118
3260,YTM-0215S,1,2231,871,117
3261,JH-0215S,1,1171,298,31
3262,MNH-0218S,1,2139.5,259,30
3263,MNH-0215S,1,399.5,904,35
3264,MNH-0218S,1,891,248,99
3265,YMH-0218S,1,625,128,104
3266,MNH-0218S,1,562,379,110
3267,MNH-0215S,1,1011,562,110
3268,MNH-0218S,1,701,327.5,110
3269,YTM-0215S,1,661,504,329
3270,MNH-0218S,1,2306,377,324
3271,MNH-0218S,1,776,666,333
3272,YTM-0218S,1,2148,358,55
3273,MNH-0215S,1,851.5,750,59
3274,XXB-0218S,1,411,395,155
3275,MNH-0218S,1,378,558,237
3276,MNH-0218S,1,597,528,237
3277,YTM-0218S,1,442.5,323,117
3278,YTM-0218S,1,580,342,117
3279,MNH-0218S,1,638,540,308
3280,MNH-0218S,1,531,462,308
3281,MNH-0215S,1,488,118,29
3282,MNH-0215S,1,2271,487.5,377
3283,YTM-0215S,1,301.5,637,21
3284,5-0218S,1,661,291,21
3285,5-0218S,1,865,364,21
3286,XXB-0215S,1,338.5,439,308
3287,MNH-0218S,1,1615,540,308
3288,MNH-0215S,1,391,52.5,29
3289,MNH-0215S,1,294.5,460.5,34
3290,MNH-0218S,1,406,538,34
3291,MNH-0218S,1,1248,380,34
3292,MNH-0218S,1,1418,448,184
3293,PKQL-0418S,1,735,183,30
3294,MNH-0218S,1,928,38,99
3295,QKQ-0218S,1,894,555,329
3296,YTM-0218S,1,898,402,329
3297,YTM-0218S,1,414,559.5,329
3298,MNH-0218S,1,998,398,324
3299,MNH-0218S,1,961,327,328
3300,MNH-0218S,1,1098,380,110
3301,MNH-0218S,1,695.5,260,149
3302,MNH-0215S,1,361,92.5,237
3303,MNH-0225S,1,1498,558,237
3304,JH-0218S,1,928,278,237
3305,NJYH-0218S,1,354,347.5,326
3306,MNH-0218S,1,1357,161,325
3307,QKQ-0215S,1,444,339,379
3308,MNH-0218S,1,747,529,377
3309,MNH-0218S,1,1111,58,381
3310,MNH-0218S,1,409,558,138
3311,YTM-0225S,1,489,338,55
3312,MNH-0218S,1,198,318,58
3313,XXB-0215S,1,388,389,118
3314,NJHL-0218S,1,1515,448,308
3315,MNH-0218S,1,2253,560,306
3316,CBZP-0218S,1,261,584.7,310
3317,MNH-0218S,1,232,290,310
3318,MNH-0218S,1,366,324.5,40
3319,QKQ-0218S,1,560.5,151.5,35
3320,MNH-0218S,1,1021,559,356
3322,MNH-0218S,1,757,494,357
3323,MNH-0218S,1,962,53,362
3324,MNH-0218S,1,429.5,280,362
3325,MNH-0218SD,1,2028,58,149
3326,MNH-0218S,1,2221,298.5,299
3327,MNH-0218S,1,481,409.5,326
3328,NJYH-0218S,1,884.5,377.5,324
3329,MNH-0218S,1,548,88,324
3330,MNH-0218S,1,762,247,184
3331,MNH-0215S,1,438,118,250
3332,MNH-0218S,1,2303,669,333
3333,YTM-0218S,1,512,498.5,56
3334,MNH-0218S,1,1215,334,148
3335,MNH-0218S,1,757.5,277,150
3336,MNH-0218S,1,410.5,538,156
3337,YTM-0215S,1,851,112,266
3338,YTM-0218S,1,1960,58,21
3339,YTM-0218S,1,430,338,117
3340,MNH-0218S,1,816.5,178,309
3341,MNH-0218S,1,977,275,378
3342,MNH-0218S,1,375,38,379
3343,MNH-0218S,1,2158,279,359
3344,MNH-0218S,1,842,278,359
3345,MNH-0215S,1,2309,423,362
3346,MNH-0218S,1,770,536,227
3347,SRBW-0215S,1,689,92.5,108
3348,YTM-0215S,1,861,522,329
3349,MNH-0218S,1,1304,379,324
3350,MNH-0218S,1,2048,558,34
3351,MNH-0215S,1,388,78,33
3352,MNH-0218S,1,662,336,60
3353,MNH-0215S,1,238,158,150
3354,MNH-0218S,1,762,258,155
3355,MNH-0218S,1,2226,564,153
3356,MNH-0218SD,1,2286,58,147
3357,MNH-0218S,1,687,161,43
3358,YTM-0215S,1,301.5,663,21
3359,YTM-0218S,1,421,340,117
3360,MNH-0218S,1,2158,742,39
3361,XXB-0218S,1,1200.5,512.5,55
3362,MNH-0215S,1,2296.5,298,60
3363,MNH-0218S,1,2318,629.5,299
3364,MNH-0218SD,1,2406,580,362
3365,MNH-0218S,1,961,357,324
3366,MNH-0218S,1,657.5,298,34
3367,QKQ-0218S,1,538,131.5,34
3368,MNH-0215S,1,713,92.5,31
3369,PKQL-0418SD,1,2408,394,31
3370,MNH-0218S,1,1998,558,33
3371,YTM-0215S,1,414.5,98,265
3372,YTM-0218S,1,414.5,98,265
3374,YTM-0218S,1,381,418.5,115
3375,NJHL-0218S,1,262,447,308
3376,MNH-0218S,1,440,58,310
3378,NSLH-0235S,1,725,495,362
3379,YTM-0218S,1,466,580,329
3380,NJYH-0218S,1,884.5,377.5,324
3381,NJYH-0215S,1,338,78,328
3382,MNH-0218S,1,1197,348,328
3383,MNH-0215S,1,294.5,460.5,34
3384,PKQL-0418S,1,719.5,393.5,31
3385,MNH-0218S,1,1002,560,299
3386,MNH-0218S,1,518,866,39
3387,MNH-0218S,1,866,53,39
3388,MNH-0215S,1,802,352,61
3389,MNH-0218S,1,608,323,59
3390,MNH-0218S,1,565,429.5,326
3391,YTM-0218S,1,881,984.5,269
3392,YTM-0218S,1,1960,477,21
3393,YTM-0218S,1,376,278,21
3394,MNH-0218S,1,440,307,310
3395,MNH-0218S,1,367,328,381
3396,MNH-0218S,1,330,329,39
3397,SRBW-0218S,1,770,154.5,108
3398,YTM-0218S,1,412,577,329
3399,NJYH-0218S,1,1038,38,328
3400,MNH-0218S,1,720,308,32
3401,MNH-0218S,1,738,557,35
3402,MNH-0218S,1,2158,560,356
3403,XXB-0218S,1,411,395,155
3404,MNH-0215S,1,238,118,149
3405,MNH-0218S,1,2226,649,147
3406,MNH-0215S,1,1934,1118,41
3407,MNH-0218S,1,1934,558,41
3409,XXB-0218S,1,1093,595,39
3410,MNH-0218S,1,511,216.5,295
3411,MNH-0218S,1,241,216.5,295
3412,QKQ-0218SD,1,2138,58,62
3413,YGKQ-0418S,1,2322,402,333
3414,MNH-0218S,1,2252,298,155
3415,YTM-0218S,1,2039,328,268
3416,YTM-0218S,1,2303,38,268
3417,YTM-0218S,1,301.5,477,21
3418,YTM-0218S,1,962,58,118
3419,XXB-0215S,1,388,158,118
3420,YTM-0218S,1,587,564,116
3421,YDBS-0218SD,1,2428,598,358
3422,MNH-0218S,1,2158,279,359
3423,XXB-0218S,1,1813,417.8,153
3424,MNH-0218S,1,771,555,227
3425,MNH-0215S,1,2258,581.5,227
3426,MNH-0218S,1,794.5,422,227
3427,MNH-0218S,1,298,577,104
3428,MNH-0218S,1,361,538,104
3429,YTM-0215S,1,2231,421,117
3430,YTM-0218S,1,378,343,117
3431,XXB-0218S,1,1915,445,308
3432,MNH-0218S,1,443.5,520,308
3433,MNH-0218S,1,851,317,60
3434,MNH-0218SD,1,1016,58,151
3435,YTM-0218S,1,2238,380,18
3436,MNH-0218S,1,620,268,306
3437,MNH-0215S,1,2221,1092,299
3438,MNH-0218S,1,2368,530,377
3439,MNH-0218S,1,866,83,39
3440,QKQ-0218S,1,2338,690,61
3441,QKQ-0218S,1,2398,108,61
3442,YTM-0218S,1,998,357,55
3443,MNH-0218SD,1,680,58,60
3444,XXB-0218S,1,648,310,148
3445,MNH-0218S,1,718.5,309,31
3446,5-0218S,1,2124,385,16
3447,YTM-0215S,1,2091,742,16
3448,YTM-0215S,1,1819.5,377,21
3449,YTM-0215S,1,1819.5,376,21
3450,XXB-0218S,1,2398,148,118
3451,XXB-0215S,1,337.5,52.5,308
3452,MNH-0218S,1,966,557,106
3453,MNH-0218S,1,294.5,492,34
3454,MNH-0215S,1,438,158,33
3455,MNH-0218S,1,419.5,557,33
3456,MNH-0218S,1,1442,553,357
3457,MNH-0218S,1,194,745,58
3458,MNH-0218S,1,721,161,58
3459,MNH-0218S,1,491,763,152
3460,MNH-0218S,1,720,614,152
3461,MNH-0218S,1,2318,580,299
3462,MNH-0218S,1,599,169,237
3463,NJHL-0218S,1,261,428,308
3464,MNH-0218S,1,1451,268,306
3465,NJYH-0215S,1,705,172.5,299
3466,XXB-0215S,1,488,238,39
3467,YGKQ-0418S,1,2397,97,59
3468,YGKQ-0418S,1,884.5,383.5,59
3469,YTM-0218S,1,352,58,16
3470,MNH-0218SD,1,2378,58,299
3471,MNH-0215S,1,794.5,682,303
3472,NJYH-0218S,1,637.5,350.5,303
3473,QKQ-0218S,1,509,183,379
3474,YTM-0218S,1,1643,223.5,56
3475,MNH-0218S,1,227,342,59
3476,MNH-0218S,1,140,608,154
3477,MNH-0218S,1,973,328,358
3478,YSH-0218S,1,755,515,362
3479,YTM-0218S,1,1257,548,265
3480,YTM-0218S,1,821,327,268
3481,YTM-0215S,1,530,132.5,268
3482,YTM-0218S,1,761,558,16
3483,XXB-0218S,1,215,589.5,311
3484,MNH-0218S,1,681,358,303
3485,MNH-0218S,1,858,408,184
3486,MNH-0218S,1,812,328,32
3487,MNH-0218S,1,148,308,32
3488,MNH-0218S,1,2048,558,35
3489,MNH-0215S,1,489.5,489,35
3490,MNH-0215S,1,701.5,239,150
3491,MNH-0218S,1,2083,628,154
3492,MNH-0218S,1,771,557,227
3493,YMH-0218S,1,566,128.5,104
3494,MNH-0218S,1,849,358,107
3495,MNH-0218S,1,2306,380,324
3496,MNH-0218S,1,930,398,377
3497,MNH-0218S,1,1167,372,295
3498,YTM-0218S,1,479.5,357,55
3499,YTM-0225S,1,489,338,55
3500,YTM-0218S,1,588,258,56
3501,MNH-0218S,1,402,298,60
3502,YTM-0215S,1,158,572,267
3503,YTM-0218S,1,337,360,18
3504,MNH-0218S,1,412,379,308
3505,MNH-0218S,1,2221,340,299
3506,MNH-0218S,1,501,218.5,61
3507,MNH-0215S,1,238,118,60
3508,MNH-0218S,1,859,53,184
3509,MNH-0218SD,1,1944,58,35
3510,MNH-0218S,1,398,58,35
3511,MNH-0218S,1,1021,540,356
3512,MNH-0218S,1,721,397,357
3513,MNH-0215S,1,488,158,153
3514,XXB-0215S,1,389,172.5,227
3515,MNH-0218S,1,701,58,300
3516,MNH-0218S,1,762,576,104
3517,MNH-0218S,1,362,560,108
3518,NJYH-0218S,1,1651,38,328
3519,YTM-0218S,1,632.5,121.5,265
3520,YTM-0215S,1,565,132.5,269
3521,YTM-0218S,1,2375,558,269
3522,YTM-0218S,1,512,498,118
3523,YTM-0218S,1,421,359,117
3524,MNH-0218S,1,412,58,308
3525,MNH-0215S,1,404.5,439,34
3526,MNH-0218S,1,859,447,184
3527,PSXH-0418S,1,907,376,358
3528,MNH-0218S,1,233,309,310
3529,QKQ-0218SD,1,543,58,62
3530,MNH-0218S,1,832,518,138
3531,MNH-0218S,1,1052,279,149
3532,XXB-0218S,1,441,417.8,153
3533,QKQ-0215S,1,728,339,329
3534,YTM-0218S,1,714,328,265
3535,YTM-0215S,1,2114,607,271
3536,YTM-0218S,1,703,360,18
3537,YTM-0218S,1,375,278,21
3538,MNH-0215S,1,406,339,308
3539,MNH-0218S,1,358.5,78,306
3540,MNH-0218SD,1,598,95,356
3541,MNH-0215S,1,399.5,758,357
3542,MNH-0218S,1,881,58,362
3543,MNH-0218S,1,2077,58,153
3544,QKQ-0218S,1,472,178.5,42
3545,MNH-0215S,1,396.5,966,106
3546,MNH-0218S,1,448,38,328
3547,MNH-0215S,1,275,390,32
3548,MNH-0218S,1,817,359,360
3549,MNH-0215S,1,105,925,29
3550,QKQ-0218S,1,535,244,380
3551,QKQ-0218S,1,432,689,61
3552,XXB-0218S,1,878.5,512.5,55
3553,YGKQ-0418S,1,654.5,383.5,59
3554,MNH-0218S,1,1573,298,150
3555,YTM-0218S,1,587,308,268
3556,MNH-0218S,1,280,318,311
3557,MNH-0218S,1,711,765,310
3558,NJYH-0215S,1,298,118,303
3559,MNH-0218S,1,562,339,39
3560,QKQ-0218S,1,534,395,61
3561,MNH-0218S,1,912,397,182
3562,MNH-0218S,1,1021,559,356
3563,PSXH-0418SD,1,2403,424,358
3565,MNH-0218SD,1,2406,300,362
3566,MNH-0218S,1,722,1002,362
3567,MNH-0218S,1,1048,558,34
3568,MNH-0215S,1,499.5,662,184
3569,MNH-0218S,1,578,430,33
3570,MNH-0218S,1,1697,58,33
3571,MNH-0218S,1,473,328,32
3572,PKQL-0418S,1,373,151.5,32
3573,MNH-0218S,1,2203,558,104
3574,MNH-0215S,1,1060.5,851,107
3575,NJYH-0218S,1,508,238,326
3576,PKQL-0418S,1,340,399,1
3577,QKQ-0218S,1,145,48,329
3578,MNH-0218S,1,711,343,259
3579,YTM-0218S,1,723,38,271
3580,YTM-0218S,1,2298,68,20
3581,YTM-0215S,1,581,439,21
3582,MNH-0218S,1,1002,58,299
3583,MNH-0218SD,1,1328,58,299
3584,MNH-0215S,1,254.5,703,39
3585,MNH-0218S,1,821,307,358
3586,PSXH-0418S,1,2093,434,359
3587,MNH-0218S,1,352,259,61
3588,MNH-0218S,1,1002,58,138
3589,MNH-0218SD,1,299,58,150
3590,NJYH-0218S,1,444.5,359,300
3591,MNH-0218S,1,423,168.5,237
3592,MNH-0218S,1,371,245.5,30
3593,5-0218S,1,661,291,21
3594,YTM-0215S,1,438,238,21
3596,YTM-0218S,1,442,323,117
3597,MNH-0215S,1,488,118,29
3598,MNH-0215S,1,794.5,681.5,303
3599,MNH-0218S,1,711,343,259
3600,MNH-0215S,1,403.5,212.5,34
3601,MNH-0215S,1,438,158,33
3602,MNH-0218S,1,371,257,30
3603,MNH-0215S,1,782,720,32
3604,YSH-0218S,1,823,454.5,362
3605,QKQ-0218S,1,256,502.5,378
3606,MNH-0218S,1,2318,260,61
3607,MNH-0218S,1,2398,38,154
3608,MNH-0218S,1,198,298,43
3609,XXB-0215S,1,390,339,227
3610,XXB-0218S,1,374.5,385,237
3611,YTM-0218S,1,428,415,265
3612,YTM-0218S,1,815,420,268
3613,YTM-0215S,1,516,289,267
3614,MNH-0215S,1,338,238,308
3615,MNH-0218S,1,2253,558,306
3616,MNH-0218S,1,1042,279,380
3617,MNH-0218S,1,961,327,328
3618,PSXH-0418S,1,2264,345,357
3619,MNH-0215S,1,238,118,43
3620,JH-0218S,1,891,882,237
3621,MNH-0218S,1,1948,558,106
3622,MNH-0218S,1,655,377,107
3623,MNH-0218S,1,849,358,107
3624,MNH-0215S,1,129.5,449,110
3625,MNH-0218S,1,696,327.5,39
3626,MNH-0218S,1,366,337,40
3627,MNH-0218S,1,241,573.5,295
3628,YTM-0225S,1,479.5,338,55
3629,MNH-0215S,1,1934,1112,41
3630,MNH-0218S,1,687,277,43
3631,YTM-0218S,1,2375,558,269
3632,YTM-0218S,1,342,342,117
3633,YTM-0218S,1,342,323,117
3634,YTM-0215S,1,2231,905,117
3635,MNH-0218S,1,365,318,40
3636,MNH-0218S,1,2208,280,150
3637,MNH-0215S,1,961,442,362
3638,MNH-0215S,1,288,78,325
3639,NJYH-0218S,1,444.5,283.5,324
3640,NJYH-0218S,1,1398,38,324
3641,MNH-0218S,1,514.5,395,184
3642,MNH-0218S,1,364.5,58,184
3643,MNH-0218S,1,339,410,33
3644,MNH-0218S,1,2312,98,155
3645,XXB-0218S,1,422,351.5,147
3646,MNH-0218S,1,2243,38,104
3647,SRBW-0218S,1,461,382.5,108
3648,MNH-0218S,1,148,558,110
3649,MNH-0215S,1,1827.5,232.5,326
3650,YTM-0218S,1,821,327,268
3651,YTM-0218S,1,878,300,267
3652,YTM-0218S,1,396,48,16
3653,5-0218S,1,2124,298,16
3654,XXB-0218S,1,1524.5,445,117
3655,MNH-0218S,1,722,267,306
3656,MNH-0218S,1,287,297,34
3657,PSXH-0418S,1,927,382.3,357
3658,YSH-0218S,1,841.5,425,362
3659,XXB-0215S,1,544,92.5,148
3660,MNH-0215S,1,488,158,153
3661,MNH-0218S,1,687,297,43
3662,MNH-0218S,1,743,961,328
3663,MNH-0215S,1,721,436,328
3664,MNH-0215S,1,488,78,110
3665,MNH-0218S,1,1693,218,309
3666,NJYH-0215S,1,278.5,92.5,303
3667,MNH-0218S,1,486,502.5,62
3668,QKQ-0218SD,1,2398,58,61
3669,MNH-0218S,1,838,323,59
3670,MNH-0218S,1,850,298,60
3671,YTM-0218S,1,762,579,17
3672,YTM-0218S,1,742,58,16
3673,YTM-0218S,1,742,579,16
3674,YTM-0218S,1,1838,298,21
3676,MNH-0218S,1,318,348,311
3677,NJYH-0218S,1,994,381,328
3678,MNH-0218S,1,562,379,362
3679,MNH-0215S,1,238,118,43
3680,MNH-0225S,1,1354,443,227
3681,MNH-0215S,1,362,489,237
3683,SRBW-0218S,1,461,382.5,108
3684,MNH-0218S,1,829,307.5,328
3685,MNH-0218S,1,850,298,60
3686,MNH-0218S,1,851,58,60
3687,MNH-0218S,1,2303,280,149
3688,MNH-0218S,1,359.5,167.5,149
3689,XXB-0218S,1,349,465,149
3690,MNH-0218S,1,391,505,147
3691,MNH-0218S,1,685,376,303
3692,MNH-0218S,1,794,328,381
3693,XXB-0215S,1,647,489,39
3694,MNH-0218S,1,770,339,40
3695,QKQ-0218SD,1,2118,58,62
3696,MNH-0225S,1,298,298,60
3697,YTM-0215S,1,288,78,265
3698,YTM-0218S,1,762,558,17
3699,YTM-0218S,1,376,278,21
3700,MNH-0218S,1,898,427,308
3701,NBSY-0215S,1,746,1162,23
3702,MNH-0218S,1,1008,380,303
3703,MNH-0218S,1,1078,330,110
3704,MNH-0215S,1,448,452,34
3705,MNH-0218S,1,812,328,32
3706,MNH-0218S,1,1111,58,381
3707,YTM-0225S,1,479.5,338,55
3708,XXB-0218S,1,1380,417.8,153
3709,MNH-0225S,1,316,388.5,147
3710,MNH-0215S,1,201,362,104
3711,MNH-0218S,1,463,38,107
3712,YTM-0218S,1,151,48,269
3713,YTM-0218S,1,375,278,21
3714,YTM-0218S,1,414,320,115
3715,YTM-0218S,1,2398,148,117
3716,NJYH-0215S,1,438,198,299
3717,QKQ-0218S,1,698,38,379
3718,MNH-0218SD,1,762,326,31
3719,MNH-0218S,1,425,395,35
3720,MNH-0218S,1,894,385,182
3721,MNH-0218S,1,816,359,360
3722,MNH-0218S,1,528,580,362
3723,MNH-0218S,1,1001,279.5,362
3724,MNH-0218S,1,352,58,61
3725,MNH-0218SD,1,450,58,61
3726,QKQ-0218S,1,298,448,61
3727,MNH-0215S,1,2237,402,60
3728,MNH-0215S,1,480,762,104
3729,MNH-0218S,1,1098,380,110
3731,YTM-0215S,1,438,158,16
3732,YTM-0218S,1,2278,1030,118
3733,YTM-0218S,1,412,58,117
3734,YTM-0218S,1,462,342,117
3735,MNH-0218S,1,441,536,306
3736,YSH-0218S,1,668.5,434,107
3737,YTM-0218S,1,1588,58,329
3738,YTM-0218S,1,504,401,329
3739,MNH-0215S,1,238,118,30
3740,YSH-0218S,1,340,399.5,362
3741,XXB-0218S,1,661,375,306
3742,MNH-0218S,1,498,259.5,380
3743,MNH-0218S,1,366,357,40
