firstDutyStartDay,lastDutyStartDay,Pairing_time,PairingFlight,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,EmpNo
8/21/2019,8/24/2019,3310.00000000815,"FB312,FB747,FB748,FB253,FB258,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",9091,9154,9211,9273,9336,9411,9479,9514,9517,9524,9600,9661,9860,9932,10001,10082,10165,10226,10289,10355,10464,10545,10621,10676,10750,10831,,,,,,,,,17
8/1/2019,8/4/2019,2739.99999999418,"FB735,FB738,FB529,FB642,FB21,FB26,FB385,FB390,FB993,FB994,FB991,FB990,FB683,FB686,FB619,FB622,FB471,FB470,FB495",123,343,416,526,608,669,715,884,913,1022,1123,1175,1233,1300,1360,1449,1524,1618,1718,,,,,,,,,,,,,,,,18
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,18
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,18
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,18
8/1/2019,8/4/2019,3434.99999999651,"FB20,FB91,FB92,FB629,FB620,FB249,FB254,FB261,FB266,FB8563,FB8567,FB8560,FB1795,FB1796,FB990,FB637,FB640,FB619,FB622,FB471,FB470,FB495",128,183,283,397,515,591,679,738,822,894,904,911,1004,1090,1175,1232,1311,1360,1449,1524,1618,1718,,,,,,,,,,,,,19
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,19
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,19
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,19
8/1/2019,8/4/2019,3035.00000002328,"FB1605,FB566,FB261,FB266,FB99,FB94,FB787,FB788,FB473,FB472,FB273,FB240,FB995,FB1208,FB1209,FB474,FB619,FB622,FB471,FB470,FB495",139,233,288,373,444,469,540,606,665,758,866,920,1006,1113,1180,1264,1360,1449,1524,1618,1718,,,,,,,,,,,,,,20
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,20
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,20
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,20
8/1/2019,8/4/2019,2325.00000000349,"FB22,FB25,FB30,FB265,FB270,FB239,FB244,FB741,FB742,FB455,FB454,FB253,FB258,FB557,FB554,FB475,FB308",160,216,270,322,414,458,546,620,686,751,1031,1111,1174,1250,1551,1603,1703,,,,,,,,,,,,,,,,,,21
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,21
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,21
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,21
8/21/2019,8/24/2019,3310.00000000815,"FB312,FB747,FB748,FB253,FB258,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",9091,9154,9211,9273,9336,9411,9479,9514,9517,9524,9600,9661,9860,9932,10001,10082,10165,10226,10289,10355,10464,10545,10621,10676,10750,10831,,,,,,,,,21
8/1/2019,8/4/2019,2350.00000001164,"FB24,FB27,FB777,FB578,FB100,FB239,FB244,FB741,FB742,FB455,FB454,FB253,FB258,FB557,FB554,FB475,FB308",192,239,289,371,449,458,546,620,686,751,1031,1111,1174,1250,1551,1603,1703,,,,,,,,,,,,,,,,,,22
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,22
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,22
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,22
8/21/2019,8/24/2019,3310.00000000815,"FB312,FB747,FB748,FB253,FB258,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",9091,9154,9211,9273,9336,9411,9479,9514,9517,9524,9600,9661,9860,9932,10001,10082,10165,10226,10289,10355,10464,10545,10621,10676,10750,10831,,,,,,,,,22
8/1/2019,8/4/2019,2290.00000001513,"FB1169,FB1170,FB779,FB84,FB239,FB244,FB741,FB742,FB455,FB454,FB253,FB258,FB557,FB554,FB475,FB308",226,294,382,447,458,546,620,686,751,1031,1111,1174,1250,1551,1603,1703,,,,,,,,,,,,,,,,,,,23
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,23
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,23
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,23
8/21/2019,8/24/2019,3310.00000000815,"FB312,FB747,FB748,FB253,FB258,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",9091,9154,9211,9273,9336,9411,9479,9514,9517,9524,9600,9661,9860,9932,10001,10082,10165,10226,10289,10355,10464,10545,10621,10676,10750,10831,,,,,,,,,23
8/1/2019,8/4/2019,2315.00000001281,"FB32,FB2159,FB8560,FB1795,FB1796,FB990,FB683,FB688,FB619,FB622,FB471,FB470,FB495,FB301,FB2158,FB697",299,355,461,553,639,724,782,883,914,1003,1078,1172,1272,1431,1525,1625,,,,,,,,,,,,,,,,,,,24
8/6/2019,8/9/2019,2980.00000002212,"FB692,FB793,FB796,FB645,FB648,FB321,FB312,FB747,FB748,FB473,FB472,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB585,FB590,FB405,FB408,FB557",2288,2370,2446,2500,2573,2654,2712,2773,2831,2899,2994,3103,3157,3243,3350,3418,3499,3644,3711,3779,3834,3891,3951,,,,,,,,,,,,24
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,24
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,24
8/21/2019,8/24/2019,3310.00000000815,"FB312,FB747,FB748,FB253,FB258,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",9091,9154,9211,9273,9336,9411,9479,9514,9517,9524,9600,9661,9860,9932,10001,10082,10165,10226,10289,10355,10464,10545,10621,10676,10750,10831,,,,,,,,,24
8/1/2019,8/4/2019,2050.00000000815,"FB737,FB740,FB100,FB239,FB244,FB741,FB742,FB455,FB454,FB253,FB258,FB557,FB554,FB475,FB308",328,386,449,458,546,620,686,751,1031,1111,1174,1250,1551,1603,1703,,,,,,,,,,,,,,,,,,,,25
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,25
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,25
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,25
8/21/2019,8/24/2019,3310.00000000815,"FB312,FB747,FB748,FB253,FB258,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",9091,9154,9211,9273,9336,9411,9479,9514,9517,9524,9600,9661,9860,9932,10001,10082,10165,10226,10289,10355,10464,10545,10621,10676,10750,10831,,,,,,,,,25
8/1/2019,8/4/2019,2030.0000000163,"FB427,FB430,FB100,FB239,FB244,FB741,FB742,FB455,FB454,FB253,FB258,FB557,FB554,FB475,FB308",336,398,449,458,546,620,686,751,1031,1111,1174,1250,1551,1603,1703,,,,,,,,,,,,,,,,,,,,26
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,26
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,26
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,26
8/21/2019,8/24/2019,3310.00000000815,"FB312,FB747,FB748,FB253,FB258,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",9091,9154,9211,9273,9336,9411,9479,9514,9517,9524,9600,9661,9860,9932,10001,10082,10165,10226,10289,10355,10464,10545,10621,10676,10750,10831,,,,,,,,,26
8/1/2019,8/4/2019,2805.00000000698,"FB38,FB8563,FB8567,FB1200,FB246,FB23,FB767,FB770,FB739,FB732,FB735,FB1863,FB1862,FB686,FB619,FB622,FB471,FB470,FB495",393,445,454,472,558,638,692,768,864,954,1025,1087,1187,1300,1360,1449,1524,1618,1718,,,,,,,,,,,,,,,,27
8/6/2019,8/9/2019,2994.99999999767,"FB492,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557",2287,2354,2419,2498,2582,2652,2705,2790,2896,2964,3043,3187,3254,3319,3400,3488,3556,3628,3711,3779,3834,3891,3951,,,,,,,,,,,,27
8/11/2019,8/14/2019,2649.99999999418,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999",4713,4765,4870,5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,,,,,,,,,,,,,,,27
8/16/2019,8/19/2019,2995.00000000815,"FB8558,FB531,FB534,FB91,FB92,FB799,FB792,FB59,FB62,FB385,FB390,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321",6803,6849,6918,6983,7084,7197,7307,7387,7467,7524,7703,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,,,,,,,,,,,,,27
8/2/2019,8/5/2019,3155.00000002678,"FB94,FB787,FB788,FB473,FB472,FB273,FB240,FB995,FB1208,FB1209,FB474,FB619,FB622,FB471,FB470,FB495,FB492,FB585,FB590,FB27,FB777,FB578,FB416",469,540,606,665,758,866,920,1006,1113,1180,1264,1360,1449,1524,1618,1718,1837,1903,1971,2027,2077,2158,2230,,,,,,,,,,,,28
8/7/2019,8/10/2019,2904.99999998719,"FB993,FB994,FB991,FB990,FB683,FB686,FB8569,FB94,FB787,FB788,FB473,FB472,FB599,FB582,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308",2698,2806,2907,2959,3017,3086,3135,3156,3227,3294,3353,3449,3556,3628,3711,3779,3834,3891,3951,4259,4311,4416,,,,,,,,,,,,,28
8/12/2019,8/15/2019,2939.99999999651,"FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79",5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,6341,6348,6425,6486,6692,6767,,,,,,,,,,,,28
8/17/2019,8/20/2019,3025.00000001164,"FB50,FB247,FB252,FB681,FB682,FB569,FB562,FB585,FB590,FB405,FB408,FB557,FB558,FB239,FB244,FB741,FB742,FB455,FB454,FB555,FB558,FB999",7298,7381,7463,7528,7592,7660,7761,7833,7901,7956,8011,8070,8139,8173,8261,8335,8401,8467,8744,8823,9033,9066,,,,,,,,,,,,,28
8/2/2019,8/5/2019,3229.99999999884,"FB412,FB245,FB289,FB68,FB85,FB717,FB54,FB623,FB626,FB265,FB270,FB381,FB384,FB663,FB666,FB263,FB268,FB89,FB1748,FB30,FB35,FB38,FB99",474,542,624,732,801,855,1011,1088,1156,1223,1314,1361,1434,1504,1582,1656,1741,1796,1968,2058,2111,2180,2231,,,,,,,,,,,,29
8/7/2019,8/10/2019,2720.00000002328,"FB94,FB747,FB748,FB473,FB472,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308",2704,2773,2831,2899,2994,3103,3157,3243,3350,3418,3499,3644,3711,3779,3834,3891,3951,4259,4311,4416,,,,,,,,,,,,,,,29
8/12/2019,8/15/2019,2939.99999999651,"FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79",5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6302,6337,6341,6348,6425,6486,6692,6767,,,,,,,,,,,,29
8/17/2019,8/20/2019,3025.00000001164,"FB50,FB247,FB252,FB681,FB682,FB569,FB562,FB585,FB590,FB405,FB408,FB557,FB558,FB239,FB244,FB741,FB742,FB455,FB454,FB555,FB558,FB999",7298,7381,7463,7528,7592,7660,7761,7833,7901,7956,8011,8070,8139,8173,8261,8335,8401,8467,8744,8823,9033,9066,,,,,,,,,,,,,29
8/2/2019,8/5/2019,3059.99999998952,"FB986,FB621,FB624,FB625,FB628,FB649,FB522,FB735,FB1863,FB1862,FB686,FB393,FB396,FB571,FB572,FB797,FB800,FB97,FB94,FB747,FB748,FB555,FB558,FB999",475,541,619,688,760,836,942,1025,1087,1187,1300,1362,1427,1490,1571,1637,1713,1783,1807,1877,1934,1997,2205,2239,,,,,,,,,,,30
8/7/2019,8/10/2019,3399.99999998719,"FB8560,FB1795,FB1796,FB32,FB2159,FB8560,FB1795,FB1796,FB990,FB683,FB686,FB8569,FB94,FB281,FB282,FB473,FB472,FB599,FB582,FB585,FB590,FB27,FB777,FB578,FB416",2696,2787,2874,2985,3041,3148,3240,3327,3413,3473,3543,3592,3613,3685,3749,3811,3908,4014,4088,4171,4239,4294,4348,4430,4503,,,,,,,,,,30
8/12/2019,8/15/2019,3465.00000001048,"FB985,FB96,FB793,FB796,FB385,FB390,FB411,FB763,FB764,FB767,FB770,FB739,FB732,FB735,FB1863,FB1862,FB686,FB8569,FB8559,FB1000,FB293,FB294,FB21,FB26,FB749,FB750,FB617",4971,5030,5093,5169,5224,5402,5427,5492,5583,5662,5743,5840,5931,6003,6065,6167,6282,6334,6339,6341,6348,6425,6496,6557,6604,6661,6728,,,,,,,,30
8/17/2019,8/20/2019,3015,"FB602,FB249,FB254,FB477,FB476,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321,FB312,FB747,FB748,FB555,FB558,FB999",7326,7400,7489,7551,7654,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,8641,8703,8760,8823,9033,9066,,,,,,,,,,,,,30
8/2/2019,8/5/2019,2785.00000002561,"FB541,FB544,FB765,FB766,FB34,FB569,FB562,FB533,FB1621,FB1622,FB538,FB273,FB240,FB995,FB1208,FB1209,FB308,FB301,FB2158,FB697",480,549,610,690,775,837,945,1017,1082,1162,1247,1317,1366,1452,1559,1626,1703,1872,1966,2066,,,,,,,,,,,,,,,31
8/7/2019,8/10/2019,1535.0000000163,"FB696,FB697,FB696,FB697,FB696,FB697,FB692,FB793,FB796,FB385,FB390,FB999",2906,2963,3360,3417,3817,3876,4105,4187,4263,4319,4495,4513,,,,,,,,,,,,,,,,,,,,,,,31
8/12/2019,8/15/2019,3264.99999999767,"FB1200,FB246,FB623,FB626,FB265,FB270,FB985,FB96,FB793,FB796,FB645,FB648,FB321,FB312,FB747,FB748,FB555,FB558,FB999,FB8558,FB531,FB534,FB91,FB92,FB569",4982,5069,5148,5219,5287,5380,5428,5489,5552,5628,5684,5761,5845,5904,5967,6025,6087,6302,6337,6342,6389,6458,6523,6624,6737,,,,,,,,,,31
8/17/2019,8/20/2019,3050.00000000931,"FB562,FB585,FB590,FB405,FB408,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB692,FB793,FB796,FB645,FB648,FB321,FB312,FB747,FB748,FB555,FB558,FB999",7304,7376,7444,7499,7556,7616,7686,7721,7722,7727,7804,7865,8215,8297,8373,8427,8502,8584,8641,8703,8760,8823,9033,9066,,,,,,,,,,,31
8/22/2019,8/25/2019,2735.00000001979,"FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321,FB312,FB747,FB748,FB555,FB558",9517,9524,9600,9661,9860,9932,10001,10082,10165,10226,10289,10355,10464,10545,10621,10676,10750,10831,10886,10949,11006,11068,11276,,,,,,,,,,,,31
8/2/2019,8/5/2019,3065.0000000163,"FB14,FB57,FB1142,FB1141,FB74,FB539,FB532,FB315,FB1181,FB1182,FB320,FB37,FB40,FB13,FB18,FB21,FB26,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",488,559,632,710,792,870,944,1018,1077,1138,1201,1258,1333,1363,1442,1505,1566,1611,1674,1740,1838,1920,1996,2051,2125,2206,,,,,,,,,32
8/7/2019,8/10/2019,2710.00000002212,"FB312,FB747,FB748,FB473,FB472,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308",2712,2773,2831,2899,2994,3103,3157,3243,3350,3418,3499,3644,3711,3779,3834,3891,3951,4259,4311,4416,,,,,,,,,,,,,,,32
8/12/2019,8/15/2019,2299.99999999534,"FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308",5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6542,6594,6700,,,,,,,,,,,,,,,,,32
8/17/2019,8/20/2019,2774.99999999302,"FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557,FB558,FB239,FB244,FB741,FB742,FB455,FB454,FB253,FB258,FB557",7309,7377,7442,7522,7613,7680,7750,7833,7901,7956,8011,8070,8139,8173,8261,8335,8401,8467,8744,8824,8887,8964,,,,,,,,,,,,,32
8/22/2019,8/25/2019,3010.00000000466,"FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB558,FB999,FB1000,FB293,FB294,FB693,FB700,FB79,FB50,FB247,FB252,FB681,FB682,FB699",9717,9769,9869,10012,10077,10145,10201,10254,10311,10379,10414,10417,10424,10500,10561,10760,10832,10898,10979,11062,11123,11187,11252,,,,,,,,,,,,32
8/2/2019,8/5/2019,2655.00000001048,"FB2176,FB19,FB775,FB4875,FB1146,FB2178,FB297,FB298,FB81,FB50,FB247,FB252,FB681,FB682,FB699,FB692,FB793,FB796,FB645,FB648,FB321",504,575,635,742,1074,1149,1213,1276,1340,1386,1467,1550,1611,1674,1740,1838,1920,1996,2051,2125,2206,,,,,,,,,,,,,,33
8/7/2019,8/10/2019,2710.00000002212,"FB312,FB747,FB748,FB473,FB472,FB273,FB240,FB995,FB1208,FB1209,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308",2712,2773,2831,2899,2994,3103,3157,3243,3350,3418,3499,3644,3711,3779,3834,3891,3951,4259,4311,4416,,,,,,,,,,,,,,,33
8/12/2019,8/15/2019,2299.99999999534,"FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308,FB492,FB585,FB590,FB405,FB408,FB557,FB554,FB475,FB308",5010,5076,5144,5200,5256,5315,5624,5675,5780,5927,5993,6062,6117,6173,6232,6542,6594,6700,,,,,,,,,,,,,,,,,33
8/17/2019,8/20/2019,2774.99999999302,"FB492,FB533,FB1621,FB1622,FB538,FB599,FB582,FB585,FB590,FB405,FB408,FB557,FB558,FB239,FB244,FB741,FB742,FB455,FB454,FB253,FB258,FB557",7309,7377,7442,7522,7613,7680,7750,7833,7901,7956,8011,8070,8139,8173,8261,8335,8401,8467,8744,8824,8887,8964,,,,,,,,,,,,,33
