航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,最低配置要求
10811,FB85,8/7/2019,0.739583333,TGD,8/7/2019,0.78125,GKS
10828,FB2145,8/7/2019,0.743055556,TGD,8/7/2019,0.829861111,FBX
10833,FB1647,8/7/2019,0.743055556,HOM,8/7/2019,0.777777778,MYJ
10850,FB400,8/7/2019,0.743055556,UYS,8/7/2019,0.788194444,TGD
10881,FB780,8/7/2019,0.746527778,NOU,8/7/2019,0.822916667,HOM
10912,FB2159,8/7/2019,0.746527778,TGD,8/7/2019,0.861111111,SXA
10964,FB308,8/7/2019,0.75,SXA,8/7/2019,0.840277778,GKS
10995,FB37,8/7/2019,0.75,TGD,8/7/2019,0.798611111,HOM
11026,FB75,8/7/2019,0.75,TGD,8/7/2019,0.815972222,NOU
11063,FB36,8/7/2019,0.75,HOM,8/7/2019,0.802083333,TGD
11064,FB790,8/7/2019,0.75,SGJ,8/7/2019,0.802083333,TGD
11119,FB647,8/7/2019,0.75,TGD,8/7/2019,0.822916667,XMJ
11209,FB474,8/7/2019,0.753472222,SXA,8/7/2019,0.857638889,TGD
11210,FB570,8/7/2019,0.753472222,XNZ,8/7/2019,0.8125,TGD
11211,FB684,8/7/2019,0.753472222,THJ,8/7/2019,0.8125,TGD
11212,FB800,8/7/2019,0.753472222,SHO,8/7/2019,0.822916667,TGD
11317,FB407,8/7/2019,0.756944444,TGD,8/7/2019,0.802083333,AXO
11348,FB2179,8/7/2019,0.756944444,TGD,8/7/2019,0.815972222,HOM
11410,FB578,8/7/2019,0.763888889,NOU,8/7/2019,0.840277778,HOM
11472,FB266,8/7/2019,0.767361111,FBX,8/7/2019,0.840277778,TGD
11503,FB387,8/7/2019,0.767361111,TGD,8/7/2019,0.822916667,YKJ
11540,FB76,8/7/2019,0.770833333,NOU,8/7/2019,0.836805556,TGD
11541,FB298,8/7/2019,0.770833333,OOJ,8/7/2019,0.829861111,TGD
11595,FB380,8/7/2019,0.774305556,NOU,8/7/2019,0.854166667,SXJ
11632,FB458,8/7/2019,0.774305556,TUK,8/7/2019,0.847222222,TGD
11633,FB758,8/7/2019,0.774305556,XMQ,8/7/2019,0.826388889,TGD
11688,FB779,8/7/2019,0.777777778,HOM,8/7/2019,0.850694444,NOU
11719,FB1718,8/7/2019,0.78125,NOU,8/7/2019,0.871527778,HOM
11749,FB670,8/7/2019,0.78125,GKU,8/7/2019,0.861111111,TGD
11794,FB1272,8/7/2019,0.784722222,NOU,8/7/2019,0.868055556,THJ
11825,FB617,8/7/2019,0.784722222,TGD,8/7/2019,0.850694444,XMH
11866,FB740,8/7/2019,0.788194444,UDJ,8/7/2019,0.847222222,HOM
11903,FB649,8/7/2019,0.788194444,TGD,8/7/2019,0.861111111,XMJ
11924,FB569,8/7/2019,0.788194444,TGD,8/7/2019,0.84375,XNZ
11959,FB269,8/7/2019,0.791666667,TGD,8/7/2019,0.868055556,FBX
11960,FB447,8/7/2019,0.791666667,GKS,8/7/2019,0.850694444,FBX
12014,FB39,8/7/2019,0.791666667,TGD,8/7/2019,0.84375,HOM
12045,FB77,8/7/2019,0.791666667,TGD,8/7/2019,0.857638889,NOU
12144,FB268,8/7/2019,0.798611111,FBX,8/7/2019,0.875,TGD
12206,FB629,8/7/2019,0.798611111,TGD,8/7/2019,0.868055556,XSJ
12227,FB430,8/7/2019,0.802083333,FBX,8/7/2019,0.857638889,HOM
12228,FB1650,8/7/2019,0.802083333,MYJ,8/7/2019,0.84375,HOM
12275,FB630,8/7/2019,0.802083333,XSJ,8/7/2019,0.878472222,TGD
12276,FB686,8/7/2019,0.802083333,THJ,8/7/2019,0.861111111,TGD
12331,FB41,8/7/2019,0.805555556,TGD,8/7/2019,0.857638889,HOM
12362,FB299,8/7/2019,0.805555556,TGD,8/7/2019,0.857638889,OOJ
12403,FB799,8/7/2019,0.805555556,TGD,8/7/2019,0.871527778,SHO
12433,FB669,8/7/2019,0.809027778,TGD,8/7/2019,0.885416667,GKU
12475,FB271,8/7/2019,0.8125,TGD,8/7/2019,0.888888889,FBX
12506,FB717,8/7/2019,0.8125,GKS,8/7/2019,0.881944444,NOU
12533,FB78,8/7/2019,0.8125,NOU,8/7/2019,0.878472222,TGD
12534,FB598,8/7/2019,0.8125,MYJ,8/7/2019,0.878472222,TGD
12589,FB1709,8/7/2019,0.815972222,HOM,8/7/2019,0.868055556,FBX
12627,FB640,8/7/2019,0.815972222,HWX,8/7/2019,0.885416667,TGD
12744,FB270,8/7/2019,0.819444444,FBX,8/7/2019,0.892361111,TGD
12771,FB739,8/7/2019,0.819444444,HOM,8/7/2019,0.871527778,UDJ
12952,FB79,8/7/2019,0.833333333,TGD,8/7/2019,0.899305556,NOU
12983,FB539,8/7/2019,0.833333333,TGD,8/7/2019,0.888888889,OAX
13014,FB479,8/7/2019,0.833333333,TGD,8/7/2019,0.9375,SXA
13045,FB410,8/7/2019,0.833333333,AXO,8/7/2019,0.881944444,TGD
13082,FB618,8/7/2019,0.836805556,XMH,8/7/2019,0.90625,TGD
13083,FB660,8/7/2019,0.836805556,SXJ,8/7/2019,0.892361111,TGD
13137,FB389,8/7/2019,0.836805556,TGD,8/7/2019,0.892361111,YKJ
13168,FB449,8/7/2019,0.840277778,GKS,8/7/2019,0.899305556,FBX
13199,FB659,8/7/2019,0.840277778,TGD,8/7/2019,0.895833333,SXJ
13230,FB415,8/7/2019,0.84375,TGD,8/7/2019,0.895833333,HOM
13261,FB639,8/7/2019,0.84375,TGD,8/7/2019,0.909722222,HWX
13282,FB399,8/7/2019,0.84375,TGD,8/7/2019,0.885416667,UYS
13313,FB409,8/7/2019,0.847222222,TGD,8/7/2019,0.892361111,AXO
13350,FB40,8/7/2019,0.847222222,HOM,8/7/2019,0.899305556,TGD
13351,FB688,8/7/2019,0.847222222,THJ,8/7/2019,0.909722222,TGD
13412,FB390,8/7/2019,0.850694444,YKJ,8/7/2019,0.913194444,TGD
13413,FB650,8/7/2019,0.850694444,XMJ,8/7/2019,0.930555556,TGD
13458,FB97,8/7/2019,0.854166667,TGD,8/7/2019,0.909722222,HOM
13489,FB82,8/7/2019,0.854166667,NOU,8/7/2019,0.923611111,TGD
13520,FB689,8/7/2019,0.854166667,TGD,8/7/2019,0.913194444,THJ
13561,FB81,8/7/2019,0.861111111,TGD,8/7/2019,0.927083333,NOU
13581,FB272,8/7/2019,0.864583333,FBX,8/7/2019,0.9375,TGD
13684,FB99,8/7/2019,0.875,TGD,8/7/2019,0.930555556,HOM
13723,FB8563,8/7/2019,0.875,TGD,8/7/2019,0.961805556,XXJ
13750,FB98,8/7/2019,0.881944444,HOM,8/7/2019,0.9375,TGD
13751,FB274,8/7/2019,0.881944444,FBX,8/7/2019,0.958333333,TGD
13824,FB8569,8/7/2019,0.899305556,TGD,8/7/2019,0.961805556,HOM
13850,FB100,8/7/2019,0.899305556,HOM,8/7/2019,0.951388889,TGD
13851,FB690,8/7/2019,0.899305556,THJ,8/7/2019,0.958333333,TGD
6,FB8559,8/8/2019,0.00347222222,HOM,8/8/2019,0.0868055556,SXA
174,FB985,8/8/2019,0.267361111,TGD,8/8/2019,0.3125,HOM
251,FB293,8/8/2019,0.277777778,TGD,8/8/2019,0.329861111,OOJ
282,FB993,8/8/2019,0.277777778,TGD,8/8/2019,0.378472222,SXA
313,FB619,8/8/2019,0.28125,TGD,8/8/2019,0.354166667,XSJ
367,FB631,8/8/2019,0.288194444,TGD,8/8/2019,0.350694444,HWX
375,FB393,8/8/2019,0.288194444,TGD,8/8/2019,0.329861111,UYS
406,FB13,8/8/2019,0.291666667,TGD,8/8/2019,0.336805556,HOM
476,FB240,8/8/2019,0.291666667,FBX,8/8/2019,0.361111111,TGD
530,FB671,8/8/2019,0.291666667,TGD,8/8/2019,0.350694444,THJ
561,FB1200,8/8/2019,0.295138889,SXA,8/8/2019,0.361111111,FBX
606,FB292,8/8/2019,0.295138889,OOJ,8/8/2019,0.347222222,TGD
607,FB412,8/8/2019,0.295138889,HOM,8/8/2019,0.347222222,TGD
608,FB986,8/8/2019,0.295138889,HOM,8/8/2019,0.34375,TGD
682,FB93,8/8/2019,0.298611111,TGD,8/8/2019,0.350694444,HOM
748,FB312,8/8/2019,0.298611111,OSY,8/8/2019,0.34375,TGD
749,FB394,8/8/2019,0.298611111,UYS,8/8/2019,0.34375,TGD
750,FB652,8/8/2019,0.298611111,SXJ,8/8/2019,0.350694444,TGD
827,FB541,8/8/2019,0.298611111,HOM,8/8/2019,0.347222222,XSJ
858,FB382,8/8/2019,0.305555556,YKJ,8/8/2019,0.361111111,TGD
889,FB241,8/8/2019,0.309027778,TGD,8/8/2019,0.385416667,FBX
951,FB582,8/8/2019,0.309027778,MYJ,8/8/2019,0.371527778,TGD
982,FB451,8/8/2019,0.309027778,TGD,8/8/2019,0.385416667,TUK
1013,FB432,8/8/2019,0.3125,FBX,8/8/2019,0.364583333,GKS
1044,FB1891,8/8/2019,0.3125,TGD,8/8/2019,0.350694444,TAN
1090,FB50,8/8/2019,0.3125,NOU,8/8/2019,0.378472222,TGD
1091,FB402,8/8/2019,0.3125,AXO,8/8/2019,0.357638889,TGD
1168,FB522,8/8/2019,0.315972222,XMJ,8/8/2019,0.361111111,HOM
1210,FB463,8/8/2019,0.315972222,TGD,8/8/2019,0.420138889,SXA
1274,FB532,8/8/2019,0.315972222,OAX,8/8/2019,0.371527778,TGD
1275,FB562,8/8/2019,0.315972222,XNZ,8/8/2019,0.371527778,TGD
1276,FB632,8/8/2019,0.315972222,HWX,8/8/2019,0.381944444,TGD
1277,FB672,8/8/2019,0.315972222,THJ,8/8/2019,0.375,TGD
1278,FB792,8/8/2019,0.315972222,SHO,8/8/2019,0.381944444,TGD
1494,FB531,8/8/2019,0.322916667,TGD,8/8/2019,0.375,OAX
1525,FB401,8/8/2019,0.326388889,TGD,8/8/2019,0.371527778,AXO
1556,FB732,8/8/2019,0.326388889,UDJ,8/8/2019,0.381944444,HOM
1587,FB2176,8/8/2019,0.326388889,HOM,8/8/2019,0.381944444,TGD
1618,FB313,8/8/2019,0.329861111,TGD,8/8/2019,0.368055556,OSY
1649,FB421,8/8/2019,0.333333333,HOM,8/8/2019,0.385416667,FBX
1687,FB15,8/8/2019,0.333333333,TGD,8/8/2019,0.378472222,HOM
1688,FB1702,8/8/2019,0.333333333,FBX,8/8/2019,0.378472222,HOM
1749,FB53,8/8/2019,0.333333333,TGD,8/8/2019,0.395833333,NOU
1750,FB1271,8/8/2019,0.333333333,THJ,8/8/2019,0.416666667,NOU
1804,FB1731,8/8/2019,0.333333333,HOM,8/8/2019,0.416666667,SXA
1856,FB16,8/8/2019,0.333333333,HOM,8/8/2019,0.385416667,TGD
1857,FB242,8/8/2019,0.333333333,FBX,8/8/2019,0.40625,TGD
1859,FB620,8/8/2019,0.333333333,XSJ,8/8/2019,0.40625,TGD
1959,FB602,8/8/2019,0.336805556,XMH,8/8/2019,0.40625,TGD
2031,FB96,8/8/2019,0.340277778,HOM,8/8/2019,0.392361111,TGD
2062,FB561,8/8/2019,0.340277778,TGD,8/8/2019,0.399305556,XNZ
2124,FB763,8/8/2019,0.34375,HOM,8/8/2019,0.430555556,SXA
2155,FB662,8/8/2019,0.34375,GKU,8/8/2019,0.420138889,TGD
2186,FB673,8/8/2019,0.34375,TGD,8/8/2019,0.402777778,THJ
2217,FB641,8/8/2019,0.347222222,TGD,8/8/2019,0.416666667,XMJ
2248,FB577,8/8/2019,0.350694444,HOM,8/8/2019,0.430555556,NOU
2279,FB642,8/8/2019,0.350694444,XMJ,8/8/2019,0.420138889,TGD
2310,FB243,8/8/2019,0.354166667,TGD,8/8/2019,0.427083333,FBX
2341,FB52,8/8/2019,0.354166667,NOU,8/8/2019,0.420138889,TGD
2372,FB467,8/8/2019,0.357638889,TGD,8/8/2019,0.465277778,SXA
2403,FB396,8/8/2019,0.357638889,UYS,8/8/2019,0.402777778,TGD
2434,FB751,8/8/2019,0.357638889,TGD,8/8/2019,0.399305556,XMQ
2455,FB1747,8/8/2019,0.361111111,HOM,8/8/2019,0.461805556,HUK
2486,FB771,8/8/2019,0.361111111,HOM,8/8/2019,0.4375,NOU
2517,FB301,8/8/2019,0.361111111,GKS,8/8/2019,0.454861111,SXA
2593,FB294,8/8/2019,0.364583333,OOJ,8/8/2019,0.416666667,TGD
2709,FB787,8/8/2019,0.371527778,TGD,8/8/2019,0.420138889,SGJ
2730,FB621,8/8/2019,0.371527778,TGD,8/8/2019,0.444444444,XSJ
2761,FB245,8/8/2019,0.375,TGD,8/8/2019,0.447916667,FBX
2792,FB17,8/8/2019,0.375,TGD,8/8/2019,0.423611111,HOM
2823,FB55,8/8/2019,0.375,TGD,8/8/2019,0.440972222,NOU
2869,FB244,8/8/2019,0.375,FBX,8/8/2019,0.447916667,TGD
2870,FB1892,8/8/2019,0.375,TAN,8/8/2019,0.413194444,TGD
2947,FB1145,8/8/2019,0.375,HOM,8/8/2019,0.454861111,XBT
2967,FB544,8/8/2019,0.378472222,XSJ,8/8/2019,0.427083333,HOM
2998,FB674,8/8/2019,0.378472222,THJ,8/8/2019,0.434027778,TGD
3029,FB434,8/8/2019,0.381944444,FBX,8/8/2019,0.434027778,GKS
3060,FB622,8/8/2019,0.381944444,XSJ,8/8/2019,0.454861111,TGD
3081,FB1795,8/8/2019,0.385416667,HOM,8/8/2019,0.472222222,MMC
3106,FB634,8/8/2019,0.385416667,HWX,8/8/2019,0.454861111,TGD
3163,FB995,8/8/2019,0.388888889,TGD,8/8/2019,0.496527778,SXA
3194,FB654,8/8/2019,0.388888889,SXJ,8/8/2019,0.444444444,TGD
3225,FB675,8/8/2019,0.388888889,TGD,8/8/2019,0.447916667,THJ
3256,FB246,8/8/2019,0.392361111,FBX,8/8/2019,0.465277778,TGD
3297,FB57,8/8/2019,0.395833333,TGD,8/8/2019,0.461805556,NOU
3335,FB54,8/8/2019,0.395833333,NOU,8/8/2019,0.461805556,TGD
3336,FB584,8/8/2019,0.395833333,MYJ,8/8/2019,0.458333333,TGD
3387,FB316,8/8/2019,0.399305556,OSY,8/8/2019,0.447916667,TGD
3388,FB404,8/8/2019,0.399305556,AXO,8/8/2019,0.447916667,TGD
3503,FB533,8/8/2019,0.402777778,TGD,8/8/2019,0.454861111,OAX
3534,FB315,8/8/2019,0.402777778,TGD,8/8/2019,0.444444444,OSY
3628,FB247,8/8/2019,0.409722222,TGD,8/8/2019,0.482638889,FBX
3659,FB994,8/8/2019,0.409722222,SXA,8/8/2019,0.517361111,TGD
3690,FB981,8/8/2019,0.409722222,TGD,8/8/2019,0.486111111,TUK
3724,FB604,8/8/2019,0.413194444,XMH,8/8/2019,0.482638889,TGD
3755,FB735,8/8/2019,0.413194444,HOM,8/8/2019,0.465277778,UDJ
3793,FB19,8/8/2019,0.416666667,TGD,8/8/2019,0.461805556,HOM
3794,FB734,8/8/2019,0.416666667,UDJ,8/8/2019,0.472222222,HOM
3841,FB59,8/8/2019,0.416666667,TGD,8/8/2019,0.482638889,NOU
3872,FB1205,8/8/2019,0.416666667,FBX,8/8/2019,0.486111111,SXA
3911,FB454,8/8/2019,0.416666667,TUK,8/8/2019,0.489583333,TGD
3996,FB793,8/8/2019,0.423611111,TGD,8/8/2019,0.489583333,SHO
4077,FB553,8/8/2019,0.427083333,TGD,8/8/2019,0.482638889,TXD
4113,FB2153,8/8/2019,0.430555556,TGD,8/8/2019,0.503472222,NOU
4144,FB653,8/8/2019,0.430555556,TGD,8/8/2019,0.482638889,SXJ
4182,FB564,8/8/2019,0.430555556,XNZ,8/8/2019,0.486111111,TGD
4183,FB754,8/8/2019,0.430555556,XMQ,8/8/2019,0.482638889,TGD
4207,FB676,8/8/2019,0.434027778,THJ,8/8/2019,0.493055556,TGD
4265,FB249,8/8/2019,0.4375,TGD,8/8/2019,0.513888889,FBX
4296,FB56,8/8/2019,0.4375,NOU,8/8/2019,0.503472222,TGD
4347,FB571,8/8/2019,0.4375,TGD,8/8/2019,0.513888889,WXJ
4375,FB753,8/8/2019,0.4375,TGD,8/8/2019,0.479166667,XMQ
4468,FB693,8/8/2019,0.447916667,TGD,8/8/2019,0.513888889,BCJ
4499,FB575,8/8/2019,0.447916667,TGD,8/8/2019,0.510416667,HWJ
4530,FB469,8/8/2019,0.447916667,TGD,8/8/2019,0.555555556,SXA
4561,FB644,8/8/2019,0.447916667,XMJ,8/8/2019,0.520833333,TGD
4592,FB677,8/8/2019,0.447916667,TGD,8/8/2019,0.506944444,THJ
4623,FB1693,8/8/2019,0.451388889,NOU,8/8/2019,0.600694444,SXA
4661,FB282,8/8/2019,0.451388889,OXU,8/8/2019,0.503472222,TGD
4662,FB664,8/8/2019,0.451388889,GKU,8/8/2019,0.527777778,TGD
4724,FB788,8/8/2019,0.454861111,SGJ,8/8/2019,0.510416667,TGD
4768,FB663,8/8/2019,0.458333333,TGD,8/8/2019,0.53125,GKU
4799,FB21,8/8/2019,0.458333333,TGD,8/8/2019,0.503472222,HOM
4830,FB61,8/8/2019,0.458333333,TGD,8/8/2019,0.527777778,NOU
4861,FB765,8/8/2019,0.458333333,HOM,8/8/2019,0.545138889,SXA
4892,FB22,8/8/2019,0.458333333,HOM,8/8/2019,0.510416667,TGD
4923,FB774,8/8/2019,0.461805556,NOU,8/8/2019,0.538194444,HOM
4993,FB764,8/8/2019,0.465277778,SXA,8/8/2019,0.548611111,HOM
5024,FB395,8/8/2019,0.465277778,TGD,8/8/2019,0.506944444,UYS
5048,FB1206,8/8/2019,0.46875,SXA,8/8/2019,0.541666667,FBX
5076,FB250,8/8/2019,0.472222222,FBX,8/8/2019,0.545138889,TGD
5107,FB1861,8/8/2019,0.475694444,THJ,8/8/2019,0.555555556,SXA
5169,FB741,8/8/2019,0.475694444,TGD,8/8/2019,0.541666667,XBT
5200,FB563,8/8/2019,0.475694444,TGD,8/8/2019,0.534722222,XNZ
5231,FB251,8/8/2019,0.479166667,TGD,8/8/2019,0.555555556,FBX
5262,FB1146,8/8/2019,0.479166667,XBT,8/8/2019,0.5625,HOM
5287,FB289,8/8/2019,0.479166667,FBX,8/8/2019,0.579861111,NOU
5288,FB1181,8/8/2019,0.479166667,OSY,8/8/2019,0.538194444,NOU
5329,FB58,8/8/2019,0.479166667,NOU,8/8/2019,0.545138889,TGD
5375,FB471,8/8/2019,0.482638889,TGD,8/8/2019,0.59375,SXA
5406,FB2158,8/8/2019,0.486111111,SXA,8/8/2019,0.600694444,TGD
5503,FB1621,8/8/2019,0.489583333,OAX,8/8/2019,0.572916667,SXA
5599,FB91,8/8/2019,0.496527778,TGD,8/8/2019,0.614583333,HUK
5630,FB775,8/8/2019,0.496527778,HOM,8/8/2019,0.576388889,NOU
5661,FB1863,8/8/2019,0.496527778,UDJ,8/8/2019,0.618055556,SXA
5692,FB623,8/8/2019,0.496527778,TGD,8/8/2019,0.569444444,XSJ
5730,FB23,8/8/2019,0.5,TGD,8/8/2019,0.545138889,HOM
5731,FB1796,8/8/2019,0.5,MMC,8/8/2019,0.600694444,HOM
5785,FB635,8/8/2019,0.5,TGD,8/8/2019,0.565972222,HWX
5816,FB87,8/8/2019,0.5,TGD,8/8/2019,0.618055556,MMY
5847,FB63,8/8/2019,0.5,TGD,8/8/2019,0.565972222,NOU
5885,FB24,8/8/2019,0.5,HOM,8/8/2019,0.552083333,TGD
5886,FB464,8/8/2019,0.5,SXA,8/8/2019,0.607638889,TGD
5933,FB535,8/8/2019,0.503472222,TGD,8/8/2019,0.559027778,OAX
5964,FB706,8/8/2019,0.506944444,NOU,8/8/2019,0.579861111,GKS
5995,FB1173,8/8/2019,0.506944444,XMQ,8/8/2019,0.569444444,NOU
6026,FB1893,8/8/2019,0.510416667,TGD,8/8/2019,0.548611111,TAN
6064,FB386,8/8/2019,0.510416667,YKJ,8/8/2019,0.569444444,TGD
6065,FB982,8/8/2019,0.510416667,TUK,8/8/2019,0.583333333,TGD
6119,FB377,8/8/2019,0.510416667,TGD,8/8/2019,0.579861111,UTC
6166,FB554,8/8/2019,0.513888889,TXD,8/8/2019,0.572916667,TGD
6243,FB589,8/8/2019,0.517361111,TGD,8/8/2019,0.576388889,MYJ
6274,FB646,8/8/2019,0.517361111,XMJ,8/8/2019,0.590277778,TGD
6389,FB253,8/8/2019,0.524305556,TGD,8/8/2019,0.597222222,FBX
6451,FB1208,8/8/2019,0.527777778,SXA,8/8/2019,0.600694444,FBX
6492,FB996,8/8/2019,0.53125,SXA,8/8/2019,0.638888889,TGD
6544,FB473,8/8/2019,0.538194444,TGD,8/8/2019,0.645833333,SXA
6575,FB576,8/8/2019,0.538194444,HWJ,8/8/2019,0.604166667,TGD
6607,FB25,8/8/2019,0.541666667,TGD,8/8/2019,0.586805556,HOM
6638,FB65,8/8/2019,0.541666667,TGD,8/8/2019,0.607638889,NOU
6688,FB26,8/8/2019,0.541666667,HOM,8/8/2019,0.59375,TGD
6689,FB572,8/8/2019,0.541666667,WXJ,8/8/2019,0.621527778,TGD
6691,FB696,8/8/2019,0.541666667,BCJ,8/8/2019,0.611111111,TGD
6797,FB991,8/8/2019,0.545138889,TGD,8/8/2019,0.604166667,HOM
6828,FB1101,8/8/2019,0.545138889,TGD,8/8/2019,0.597222222,OOJ
6861,FB2154,8/8/2019,0.545138889,NOU,8/8/2019,0.618055556,TGD
6893,FB573,8/8/2019,0.545138889,TGD,8/8/2019,0.621527778,WXJ
6924,FB1169,8/8/2019,0.548611111,HOM,8/8/2019,0.635416667,SXA
6967,FB254,8/8/2019,0.552083333,FBX,8/8/2019,0.625,TGD
7008,FB679,8/8/2019,0.555555556,TGD,8/8/2019,0.611111111,THJ
7039,FB609,8/8/2019,0.555555556,TGD,8/8/2019,0.625,XMH
7065,FB64,8/8/2019,0.5625,NOU,8/8/2019,0.628472222,TGD
7096,FB255,8/8/2019,0.565972222,TGD,8/8/2019,0.642361111,FBX
7127,FB566,8/8/2019,0.565972222,XNZ,8/8/2019,0.621527778,TGD
7173,FB742,8/8/2019,0.569444444,XBT,8/8/2019,0.642361111,TGD
7227,FB1182,8/8/2019,0.572916667,NOU,8/8/2019,0.635416667,OSY
7309,FB27,8/8/2019,0.583333333,TGD,8/8/2019,0.628472222,HOM
7310,FB766,8/8/2019,0.583333333,SXA,8/8/2019,0.666666667,HOM
7386,FB767,8/8/2019,0.583333333,HOM,8/8/2019,0.670138889,SXA
7417,FB28,8/8/2019,0.583333333,HOM,8/8/2019,0.635416667,TGD
7455,FB256,8/8/2019,0.586805556,FBX,8/8/2019,0.663194444,TGD
7486,FB1864,8/8/2019,0.586805556,SXA,8/8/2019,0.701388889,UDJ
7531,FB536,8/8/2019,0.590277778,OAX,8/8/2019,0.645833333,TGD
7532,FB1894,8/8/2019,0.590277778,TAN,8/8/2019,0.628472222,TGD
7533,FB2178,8/8/2019,0.590277778,HOM,8/8/2019,0.645833333,TGD
7604,FB505,8/8/2019,0.590277778,HOM,8/8/2019,0.635416667,XMH
7621,FB257,8/8/2019,0.59375,TGD,8/8/2019,0.666666667,FBX
7652,FB655,8/8/2019,0.59375,TGD,8/8/2019,0.645833333,SXJ
7682,FB290,8/8/2019,0.597222222,NOU,8/8/2019,0.694444444,FBX
7720,FB468,8/8/2019,0.597222222,SXA,8/8/2019,0.704861111,TGD
7721,FB636,8/8/2019,0.597222222,HWX,8/8/2019,0.663194444,TGD
7765,FB1174,8/8/2019,0.597222222,NOU,8/8/2019,0.663194444,XMQ
7817,FB475,8/8/2019,0.604166667,TGD,8/8/2019,0.708333333,SXA
7853,FB556,8/8/2019,0.604166667,TXD,8/8/2019,0.663194444,TGD
7912,FB378,8/8/2019,0.607638889,UTC,8/8/2019,0.684027778,TGD
7974,FB1622,8/8/2019,0.611111111,SXA,8/8/2019,0.690972222,OAX
8097,FB681,8/8/2019,0.621527778,TGD,8/8/2019,0.677083333,THJ
8130,FB385,8/8/2019,0.621527778,TGD,8/8/2019,0.677083333,YKJ
8150,FB259,8/8/2019,0.625,TGD,8/8/2019,0.697916667,FBX
8181,FB31,8/8/2019,0.625,TGD,8/8/2019,0.670138889,HOM
8212,FB593,8/8/2019,0.625,TGD,8/8/2019,0.684027778,MYJ
8288,FB30,8/8/2019,0.625,HOM,8/8/2019,0.677083333,TGD
8289,FB470,8/8/2019,0.625,SXA,8/8/2019,0.736111111,TGD
8357,FB258,8/8/2019,0.628472222,FBX,8/8/2019,0.704861111,TGD
8388,FB990,8/8/2019,0.631944444,HOM,8/8/2019,0.684027778,TGD
8419,FB1872,8/8/2019,0.635416667,SXA,8/8/2019,0.701388889,GKU
8450,FB568,8/8/2019,0.635416667,XNZ,8/8/2019,0.690972222,TGD
8550,FB1209,8/8/2019,0.642361111,FBX,8/8/2019,0.715277778,SXA
8581,FB680,8/8/2019,0.642361111,THJ,8/8/2019,0.701388889,TGD
8612,FB1103,8/8/2019,0.645833333,TGD,8/8/2019,0.708333333,HWJ
8651,FB92,8/8/2019,0.645833333,HUK,8/8/2019,0.767361111,TGD
8708,FB1155,8/8/2019,0.645833333,HOM,8/8/2019,0.690972222,XMH
8733,FB88,8/8/2019,0.649305556,MMY,8/8/2019,0.767361111,TGD
8734,FB574,8/8/2019,0.649305556,WXJ,8/8/2019,0.729166667,TGD
8778,FB1862,8/8/2019,0.649305556,SXA,8/8/2019,0.725694444,THJ
8876,FB777,8/8/2019,0.65625,HOM,8/8/2019,0.732638889,NOU
8907,FB797,8/8/2019,0.65625,TGD,8/8/2019,0.722222222,SHO
8938,FB477,8/8/2019,0.65625,TGD,8/8/2019,0.756944444,SXA
8987,FB4875,8/8/2019,0.65625,NOU,8/8/2019,0.6875,XBT
9019,FB508,8/8/2019,0.659722222,XMH,8/8/2019,0.704861111,HOM
9020,FB1644,8/8/2019,0.659722222,MYJ,8/8/2019,0.694444444,HOM
9060,FB1170,8/8/2019,0.663194444,SXA,8/8/2019,0.746527778,HOM
9080,FB1895,8/8/2019,0.663194444,TGD,8/8/2019,0.697916667,TAN
9111,FB397,8/8/2019,0.663194444,TGD,8/8/2019,0.704861111,UYS
9142,FB33,8/8/2019,0.666666667,TGD,8/8/2019,0.711805556,HOM
9173,FB71,8/8/2019,0.666666667,TGD,8/8/2019,0.729166667,NOU
9211,FB32,8/8/2019,0.666666667,HOM,8/8/2019,0.71875,TGD
9264,FB455,8/8/2019,0.670138889,TGD,8/8/2019,0.746527778,TUK
9295,FB567,8/8/2019,0.670138889,TGD,8/8/2019,0.725694444,XNZ
9318,FB667,8/8/2019,0.673611111,TGD,8/8/2019,0.746527778,GKU
9349,FB789,8/8/2019,0.673611111,TGD,8/8/2019,0.722222222,SGJ
9380,FB1717,8/8/2019,0.677083333,HOM,8/8/2019,0.756944444,NOU
9418,FB260,8/8/2019,0.677083333,FBX,8/8/2019,0.753472222,TGD
9472,FB472,8/8/2019,0.680555556,SXA,8/8/2019,0.788194444,TGD
9503,FB263,8/8/2019,0.684027778,TGD,8/8/2019,0.760416667,FBX
9534,FB628,8/8/2019,0.684027778,XSJ,8/8/2019,0.760416667,TGD
9572,FB70,8/8/2019,0.6875,NOU,8/8/2019,0.753472222,TGD
9603,FB297,8/8/2019,0.690972222,TGD,8/8/2019,0.743055556,OOJ
9664,FB2177,8/8/2019,0.694444444,TGD,8/8/2019,0.75,HOM
9692,FB285,8/8/2019,0.694444444,TGD,8/8/2019,0.746527778,OXU
9709,FB755,8/8/2019,0.694444444,TGD,8/8/2019,0.736111111,XMQ
9799,FB770,8/8/2019,0.701388889,SXA,8/8/2019,0.788194444,HOM
9800,FB778,8/8/2019,0.701388889,NOU,8/8/2019,0.777777778,HOM
9850,FB262,8/8/2019,0.701388889,FBX,8/8/2019,0.777777778,TGD
9907,FB265,8/8/2019,0.708333333,TGD,8/8/2019,0.784722222,FBX
